"","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count"
"hsa-miR-340-5p",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-342-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-342-5p",4,3,2,2,6,13,8,4,7,3,4,0
"hsa-miR-345-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-345-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-346",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-34a-3p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-34a-5p",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-34b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-34b-5p",0,0,0,0,0,0,0,1,1,0,0,1
"hsa-miR-34c-3p",1,1,0,0,0,2,1,0,0,0,0,0
"hsa-miR-34c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3529-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3529-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3605-3p",0,0,0,0,0,0,0,2,0,0,0,0
"hsa-miR-3605-5p",0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-3606-3p",2,6,10,10,6,5,12,1,9,3,1,4
"hsa-miR-3606-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3609",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-361-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-361-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3610",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3611",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3612",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3613-3p",31,21,30,29,81,118,71,37,21,17,8,6
"hsa-miR-3613-5p",17,13,33,15,19,36,20,9,181,180,45,26
"hsa-miR-3614-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3614-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3615",23,18,24,17,62,115,75,40,127,133,51,34
"hsa-miR-3616-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3616-5p",0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-3617-3p",0,0,0,0,0,0,0,1,6,9,0,1
"hsa-miR-3617-5p",14,4,5,6,4,8,6,7,63,135,22,32
"hsa-miR-3618",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3619-3p",65,57,82,86,150,264,191,109,244,284,68,67
"hsa-miR-3619-5p",18,20,12,19,43,54,43,14,21,27,10,10
"hsa-miR-362-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-362-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3620-3p",4,2,4,8,7,13,5,7,1,2,1,0
"hsa-miR-3620-5p",1,3,4,2,6,8,6,4,4,7,1,0
"hsa-miR-3621",1,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3622a-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3622a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3622b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3622b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-363-3p",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-363-5p",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3646",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3648",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3649",0,1,0,0,0,1,2,0,0,4,0,0
"hsa-miR-3650",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3651",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3652",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3654",0,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-3655",11,16,11,8,63,117,77,50,46,49,15,18
"hsa-miR-3657",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3658",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-3659",48,49,60,71,83,160,113,81,232,326,72,60
"hsa-miR-365a-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-365a-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-365b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-365b-5p",0,0,0,0,0,1,0,1,0,0,0,0
"hsa-miR-3660",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3661",2,6,11,5,22,51,17,15,32,37,7,7
"hsa-miR-3662",0,0,0,0,0,1,1,0,0,0,0,0
"hsa-miR-3663-3p",47,44,43,52,189,253,165,103,90,94,28,26
"hsa-miR-3663-5p",80,90,125,122,178,312,177,118,672,807,189,172
"hsa-miR-3664-3p",0,0,1,0,0,0,1,0,2,2,0,0
"hsa-miR-3664-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3665",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3666",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3667-3p",0,0,0,0,0,0,1,0,2,0,0,0
"hsa-miR-3667-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3668",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-367-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-367-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3670",96,97,160,128,234,349,229,139,482,565,149,114
"hsa-miR-3671",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3672",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3674",0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-3675-3p",136,129,208,198,419,199,117,68,13,1,9,19
"hsa-miR-3675-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3677-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3677-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3678-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3678-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3679-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3679-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3680-3p",120,125,179,178,337,533,415,249,523,618,134,145
"hsa-miR-3680-5p",36,22,51,59,82,131,134,72,308,396,94,85
"hsa-miR-3681-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3681-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3682-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3682-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3683",0,0,1,0,0,0,0,1,3,1,0,0
"hsa-miR-3684",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3685",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3686",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3688-3p",0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-3688-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689b-3p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3689b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689c",14,22,18,23,44,77,43,17,70,82,11,23
"hsa-miR-3689d",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689e",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3689f",0,0,0,0,3,2,1,0,0,1,0,0
"hsa-miR-369-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-369-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3690",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3691-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3691-5p",0,0,0,0,0,1,0,0,0,0,1,0
"hsa-miR-3692-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3692-5p",0,0,0,0,0,0,2,1,0,0,0,0
"hsa-miR-370-3p",0,0,0,0,0,1,1,0,0,0,0,0
"hsa-miR-370-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3714",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-371b-3p",0,0,0,0,1,1,0,1,0,0,0,0
"hsa-miR-371b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-372-3p",1,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-372-5p",0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-373-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-373-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-374a-3p",0,1,1,0,1,0,2,0,3,3,2,0
"hsa-miR-374a-5p",2,2,1,2,6,15,7,2,11,7,1,2
"hsa-miR-374b-3p",0,0,1,0,0,1,0,0,2,0,0,0
"hsa-miR-374b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374c-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-374c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-375-3p",0,0,0,0,1,1,0,0,0,0,0,0
"hsa-miR-375-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376a-2-5p",0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-376a-3p",0,0,3,0,1,4,1,0,4,6,0,2
"hsa-miR-376a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376b-5p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-376c-3p",0,0,0,0,0,1,1,0,0,0,0,0
"hsa-miR-376c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-377-3p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-377-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378a-3p",0,0,0,0,0,1,0,0,0,3,0,0
"hsa-miR-378a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378b",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-378c",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378d",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-378e",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378f",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378h",0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-378i",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378j",138,119,146,128,174,244,232,141,156,171,110,84
"hsa-miR-379-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-379-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-380-3p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-380-5p",0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-381-3p",0,0,0,0,0,1,1,0,1,0,0,0
"hsa-miR-381-5p",0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-382-3p",0,1,0,0,0,0,1,0,0,0,0,0
"hsa-miR-382-5p",0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-383-3p",5,4,3,4,19,33,16,11,18,24,9,5
"hsa-miR-383-5p",15,20,27,20,46,85,59,34,136,137,47,29
"hsa-miR-384",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3907",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3908",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3909",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3910",0,0,0,0,0,0,0,0,3,1,0,2
"hsa-miR-3911",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3912-3p",31,27,46,46,144,189,143,96,100,93,29,18
"hsa-miR-3912-5p",15,25,26,27,70,81,59,36,78,87,21,14
"hsa-miR-3913-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3913-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3914",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3915",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3916",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3917",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3918",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3919",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-3920",0,0,0,1,0,0,0,0,0,0,2,0
"hsa-miR-3921",0,0,0,1,0,0,0,0,1,0,0,0
"hsa-miR-3922-3p",0,3,3,4,3,4,1,5,23,14,10,3
"hsa-miR-3922-5p",0,3,1,1,1,0,2,1,5,7,1,3
"hsa-miR-3923",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3924",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3925-3p",55,47,65,69,195,445,265,177,259,292,94,57
"hsa-miR-3925-5p",22,12,19,26,21,36,21,17,43,55,24,18
"hsa-miR-3926",0,0,1,0,0,0,1,1,0,0,1,0
"hsa-miR-3927-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3927-5p",0,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-3928-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3928-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3929",5,7,9,9,2,28,6,12,28,16,10,5
"hsa-miR-3934-3p",0,0,0,0,0,0,0,2,0,0,0,0
"hsa-miR-3934-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3935",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3936",0,0,0,0,0,1,0,0,3,1,0,0
"hsa-miR-3937",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3938",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3939",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3940-3p",4,7,9,18,27,12,13,5,5,1,8,4
"hsa-miR-3940-5p",1,1,2,0,3,8,3,3,0,0,1,1
"hsa-miR-3941",0,0,0,1,2,1,1,0,0,0,0,0
"hsa-miR-3942-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3942-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3943",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3944-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3944-5p",0,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-3945",274,214,319,271,735,1470,896,610,1426,1761,434,406
"hsa-miR-3960",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3972",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-3973",104,83,108,91,322,736,451,271,300,291,96,69
"hsa-miR-3974",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3975",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3976",16,5,11,8,6,6,7,7,0,0,1,0
"hsa-miR-3977",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3978",1,0,0,1,0,0,1,0,1,0,0,1
"hsa-miR-409-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-409-5p",0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-410-3p",0,2,0,0,0,0,1,1,0,2,0,0
"hsa-miR-410-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-411-3p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-411-5p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-412-3p",1,0,0,0,0,0,1,0,3,1,0,0
"hsa-miR-412-5p",0,0,0,2,0,2,0,0,3,0,0,0
"hsa-miR-421",28,38,67,67,15,59,39,35,113,181,39,33
"hsa-miR-422a",0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-423-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-423-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-424-3p",1,0,0,1,1,1,0,0,2,7,1,2
"hsa-miR-424-5p",0,1,1,0,0,1,2,0,14,11,1,0
"hsa-miR-425-3p",0,0,0,0,0,1,4,0,0,0,0,0
"hsa-miR-425-5p",0,0,0,1,0,0,0,0,0,0,0,1
"hsa-miR-4251",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4252",6,10,28,9,36,45,21,11,38,48,13,15
"hsa-miR-4253",0,0,0,2,0,0,0,0,0,0,1,0
"hsa-miR-4254",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4255",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4256",0,0,0,0,0,0,0,0,2,3,2,0
"hsa-miR-4257",0,0,1,0,1,0,1,0,1,0,2,1
"hsa-miR-4258",1,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-4259",0,0,0,0,0,1,2,1,0,0,0,0
"hsa-miR-4260",0,1,1,0,0,1,0,0,3,1,0,0
"hsa-miR-4261",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4262",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4263",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4264",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4265",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4266",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4267",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4268",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4269",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4270",2,2,0,3,4,11,5,6,7,6,0,4
"hsa-miR-4271",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4272",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4273",0,0,0,0,0,0,1,0,1,1,0,0
"hsa-miR-4274",0,0,0,1,1,0,1,2,0,0,0,0
"hsa-miR-4275",0,0,0,0,0,0,0,0,2,2,1,1
"hsa-miR-4276",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4277",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4278",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4279",0,1,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4280",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4281",1,0,1,1,0,0,0,0,0,0,0,0
"hsa-miR-4282",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4283",0,0,0,0,0,0,0,0,2,2,0,0
"hsa-miR-4284",1,2,4,0,2,1,1,3,0,1,0,0
"hsa-miR-4285",10,10,15,19,48,56,49,27,40,36,12,6
"hsa-miR-4286",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4287",0,0,0,0,0,0,0,1,1,1,0,0
"hsa-miR-4288",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4289",0,0,0,0,1,2,3,0,3,12,7,2
"hsa-miR-429",0,0,0,0,10,7,8,4,0,0,0,0
"hsa-miR-4290",15,5,13,19,64,92,58,34,25,18,5,4
"hsa-miR-4291",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4292",1,0,2,0,0,0,0,1,3,1,1,0
"hsa-miR-4293",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4294",13,10,16,12,38,40,29,24,51,28,59,20
"hsa-miR-4295",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4296",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4297",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4298",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4299",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4300",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4301",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4302",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4303",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4304",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4305",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4306",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4307",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4308",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4309",0,0,0,0,0,3,0,1,0,0,0,0
"hsa-miR-431-3p",0,0,0,0,0,0,0,0,2,1,0,0
"hsa-miR-431-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4310",0,0,0,0,0,0,0,2,0,0,0,0
"hsa-miR-4311",72,53,75,63,161,195,134,74,93,110,37,36
"hsa-miR-4312",1,0,1,0,0,2,0,0,1,0,0,0
"hsa-miR-4313",0,0,0,0,0,1,0,0,1,1,0,0
"hsa-miR-4314",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315",2,0,6,4,9,17,10,5,35,39,8,7
"hsa-miR-4316",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4317",0,0,0,1,3,0,0,1,0,0,0,0
"hsa-miR-4318",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4319",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-432-3p",30,18,37,28,61,87,51,34,196,265,49,44
"hsa-miR-432-5p",28,29,36,37,53,68,47,32,115,116,40,23
"hsa-miR-4320",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4321",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4322",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4323",0,0,0,0,1,2,0,0,1,0,0,0
"hsa-miR-4324",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4325",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4326",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4327",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4328",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4329",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-433-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-433-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4330",21,26,15,26,64,95,80,42,66,81,16,21
"hsa-miR-4418",0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-4420",0,0,0,1,0,2,0,1,0,0,0,0
"hsa-miR-4421",27,38,52,54,95,162,117,72,156,216,66,52
"hsa-miR-4422",7,5,11,12,9,22,11,8,29,43,14,10
"hsa-miR-4423-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4423-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4424",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4425",29,30,32,24,77,212,121,81,114,109,38,24
"hsa-miR-4426",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4427",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4428",0,0,0,0,0,0,0,0,4,1,0,0
"hsa-miR-4429",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4430",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4431",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4432",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4433a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4434",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4435",14,9,20,6,34,49,30,20,38,67,18,13
"hsa-miR-4436a",28,29,36,32,75,85,52,49,120,175,44,36
"hsa-miR-4436b-3p",0,0,0,0,2,0,1,0,0,0,0,0
"hsa-miR-4436b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4437",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4438",0,0,0,0,1,1,1,0,0,0,0,0
"hsa-miR-4439",0,1,1,0,3,1,0,0,0,0,1,0
"hsa-miR-4440",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4441",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4442",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4443",2,2,3,4,10,18,12,10,41,35,14,13
"hsa-miR-4444",0,1,0,0,0,1,0,1,0,0,0,0
"hsa-miR-4445-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4445-5p",0,0,0,0,0,0,0,1,0,5,1,2
"hsa-miR-4446-3p",1,1,0,0,3,1,3,0,0,0,0,0
"hsa-miR-4446-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4447",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4448",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4449",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4450",2,0,0,1,1,0,0,1,0,0,0,0
"hsa-miR-4451",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4452",0,1,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4453",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4454",662,777,855,1083,1767,746,799,812,972,1352,559,434
"hsa-miR-4455",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4457",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4458",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4460",0,0,0,0,0,1,0,1,2,0,0,0
"hsa-miR-4462",37,38,79,53,92,124,86,51,437,582,118,95
"hsa-miR-4463",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4464",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4465",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4466",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4467",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4468",151,135,185,168,467,974,599,406,731,876,248,186
"hsa-miR-4469",116,99,119,103,377,835,493,299,341,336,117,97
"hsa-miR-4470",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4471",28,28,37,35,37,60,28,27,99,88,28,14
"hsa-miR-4472",0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4473",45,74,153,110,195,175,66,59,60,34,81,81
"hsa-miR-4474-3p",3,1,4,0,3,2,3,2,2,0,2,5
"hsa-miR-4474-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4475",0,0,0,0,0,0,0,0,0,0,0,0
