"","SRR11548461.count","SRR11548462.count","SRR11548463.count","SRR11548464.count"
"hsa-miR-2277-5p",0,0,0,0
"hsa-miR-2278",16.9728378019044,0,0,0
"hsa-miR-2355-3p",11.3152252012696,57.7061793700409,248.085947998429,136.417893480361
"hsa-miR-2355-5p",0,0,6.89127633328969,0
"hsa-miR-2392",0,0,0,0
"hsa-miR-23a-3p",299.853467833644,144.265448425102,372.128921997643,670.721309611777
"hsa-miR-23a-5p",73.5489638082522,28.8530896850204,68.9127633328969,170.522366850452
"hsa-miR-23b-3p",0,0,0,0
"hsa-miR-23b-5p",0,0,0,11.3681577900301
"hsa-miR-23c",1346.51179895108,1346.47751863429,888.97464699437,1466.49235491389
"hsa-miR-24-1-5p",0,0,0,0
"hsa-miR-24-2-5p",147.097927616504,57.7061793700409,316.998711331326,125.049735690331
"hsa-miR-24-3p",3179.57828155675,3356.57610002404,3059.72669198062,5161.14363667368
"hsa-miR-2467-3p",0,0,0,0
"hsa-miR-2467-5p",0,0,0,0
"hsa-miR-25-3p",407.348107245704,317.383986535225,523.737001330016,443.358153811175
"hsa-miR-25-5p",831.669052293313,519.355614330368,1088.82166065977,773.034729722048
"hsa-miR-2681-3p",0,0,13.7825526665794,0
"hsa-miR-2681-5p",0,0,0,0
"hsa-miR-2682-3p",0,0,0,0
"hsa-miR-2682-5p",0,0,0,0
"hsa-miR-26a-1-3p",16.9728378019044,0,0,0
"hsa-miR-26a-2-3p",0,9.61769656167348,6.89127633328969,0
"hsa-miR-26a-5p",0,9.61769656167348,0,0
"hsa-miR-26b-3p",0,0,6.89127633328969,22.7363155800602
"hsa-miR-26b-5p",0,0,0,0
"hsa-miR-27a-3p",50.9185134057131,9.61769656167348,124.042973999214,79.5771045302109
"hsa-miR-27a-5p",11.3152252012696,0,20.6738289998691,0
"hsa-miR-27b-3p",0,0,0,0
"hsa-miR-27b-5p",0,0,0,0
"hsa-miR-28-3p",5.65761260063478,19.235393123347,0,0
"hsa-miR-28-5p",11.3152252012696,0,6.89127633328969,22.7363155800602
"hsa-miR-2861",0,9.61769656167348,0,0
"hsa-miR-2909",0,0,0,0
"hsa-miR-296-3p",0,0,6.89127633328969,0
"hsa-miR-296-5p",0,0,0,0
"hsa-miR-297",0,0,0,0
"hsa-miR-298",0,0,0,0
"hsa-miR-299-3p",0,19.235393123347,27.5651053331588,215.994998010572
"hsa-miR-299-5p",0,0,0,0
"hsa-miR-29a-3p",96.1794142107913,67.3238759317144,89.5865923327659,215.994998010572
"hsa-miR-29a-5p",429.978557648244,211.589324356817,578.867211996334,659.353151821747
"hsa-miR-29b-1-5p",7349.23876822458,6386.15051695119,6443.34337162586,8867.1630762235
"hsa-miR-29b-2-5p",0,0,0,0
"hsa-miR-29b-3p",401.69049464507,288.530896850204,303.216158664746,375.149207070994
"hsa-miR-29c-3p",0,0,0,0
"hsa-miR-29c-5p",0,0,0,0
"hsa-miR-300",0,0,0,11.3681577900301
"hsa-miR-301a-3p",0,0,0,0
"hsa-miR-301a-5p",271.56540483047,288.530896850204,888.97464699437,386.517364861024
"hsa-miR-301b-3p",0,19.235393123347,68.9127633328969,68.2089467401807
"hsa-miR-301b-5p",0,0,0,0
"hsa-miR-302a-3p",0,0,0,0
"hsa-miR-302a-5p",0,0,0,11.3681577900301
"hsa-miR-302b-3p",0,0,0,0
"hsa-miR-302b-5p",0,0,0,0
"hsa-miR-302c-3p",0,0,0,0
"hsa-miR-302c-5p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-302d-3p",0,0,0,22.7363155800602
"hsa-miR-302d-5p",0,0,0,0
"hsa-miR-302e",0,0,0,0
"hsa-miR-302f",661.94067427427,548.208704015388,895.86592332766,1341.44261922355
"hsa-miR-3059-3p",0,0,0,0
"hsa-miR-3059-5p",0,9.61769656167348,0,0
"hsa-miR-3064-3p",28.2880630031739,19.235393123347,62.0214869996072,0
"hsa-miR-3064-5p",0,0,0,0
"hsa-miR-3065-3p",0,0,0,0
"hsa-miR-3065-5p",0,0,0,0
"hsa-miR-3074-3p",0,0,0,0
"hsa-miR-3074-5p",0,0,0,0
"hsa-miR-3085-3p",5.65761260063478,19.235393123347,20.6738289998691,11.3681577900301
"hsa-miR-3085-5p",5.65761260063478,28.8530896850204,62.0214869996072,22.7363155800602
"hsa-miR-30a-3p",0,0,0,0
"hsa-miR-30a-5p",0,0,0,0
"hsa-miR-30b-3p",0,0,0,0
"hsa-miR-30b-5p",0,0,13.7825526665794,11.3681577900301
"hsa-miR-30c-1-3p",0,9.61769656167348,0,0
"hsa-miR-30c-2-3p",0,0,0,0
"hsa-miR-30c-5p",11.3152252012696,134.647751863429,68.9127633328969,56.8407889501506
"hsa-miR-30d-3p",0,0,0,0
"hsa-miR-30d-5p",5.65761260063478,67.3238759317144,68.9127633328969,56.8407889501506
"hsa-miR-30e-3p",0,0,0,0
"hsa-miR-30e-5p",0,0,0,0
"hsa-miR-31-3p",135.782702415235,28.8530896850204,337.672540331195,125.049735690331
"hsa-miR-31-5p",2183.83846384503,1240.68285645588,4885.91492030239,2421.41760927642
"hsa-miR-3115",0,0,0,0
"hsa-miR-3116",0,0,13.7825526665794,0
"hsa-miR-3117-3p",0,0,0,0
"hsa-miR-3117-5p",0,9.61769656167348,20.6738289998691,11.3681577900301
"hsa-miR-3118",0,0,0,0
"hsa-miR-3119",0,0,0,0
"hsa-miR-3120-3p",0,0,0,0
"hsa-miR-3120-5p",0,0,0,0
"hsa-miR-3121-3p",0,0,6.89127633328969,0
"hsa-miR-3121-5p",0,0,0,0
"hsa-miR-3122",0,0,0,0
"hsa-miR-3123",0,0,0,0
"hsa-miR-3124-3p",0,0,0,0
"hsa-miR-3124-5p",0,0,0,0
"hsa-miR-3125",0,0,0,0
"hsa-miR-3126-3p",5.65761260063478,96.1769656167348,34.4563816664484,34.1044733700904
"hsa-miR-3126-5p",0,0,0,0
"hsa-miR-3127-3p",0,0,0,0
"hsa-miR-3127-5p",0,0,0,0
"hsa-miR-3128",1012.71265551363,14436.1625390719,6036.75806796177,5627.23810606491
"hsa-miR-3129-3p",0,0,0,0
"hsa-miR-3129-5p",0,0,0,0
"hsa-miR-3130-3p",0,0,0,0
"hsa-miR-3130-5p",0,0,0,0
"hsa-miR-3131",0,0,0,11.3681577900301
"hsa-miR-3132",1810.43603220313,1461.88987737437,1247.32101632543,2125.84550673563
"hsa-miR-3133",0,9.61769656167348,6.89127633328969,0
"hsa-miR-3134",39.6032882044435,86.5592690550613,89.5865923327659,159.154209060422
"hsa-miR-3135a",0,0,0,0
"hsa-miR-3135b",11.3152252012696,19.235393123347,20.6738289998691,0
"hsa-miR-3136-3p",0,0,0,0
"hsa-miR-3136-5p",0,0,0,0
"hsa-miR-3137",79.206576408887,48.0884828083674,268.759776998298,113.681577900301
"hsa-miR-3138",0,0,0,0
"hsa-miR-3139",0,0,0,0
"hsa-miR-3140-3p",0,0,0,0
"hsa-miR-3140-5p",0,0,0,0
"hsa-miR-3141",0,0,0,0
"hsa-miR-3142",0,0,0,0
"hsa-miR-3143",0,0,13.7825526665794,0
"hsa-miR-3144-3p",0,0,0,0
"hsa-miR-3144-5p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-3145-3p",0,0,0,0
"hsa-miR-3145-5p",0,0,0,0
"hsa-miR-3146",0,0,0,11.3681577900301
"hsa-miR-3147",5.65761260063478,19.235393123347,0,11.3681577900301
"hsa-miR-3148",0,9.61769656167348,0,0
"hsa-miR-3149",0,0,0,0
"hsa-miR-3150a-3p",0,0,0,0
"hsa-miR-3150a-5p",0,0,0,0
"hsa-miR-3150b-3p",0,0,0,0
"hsa-miR-3150b-5p",0,0,0,0
"hsa-miR-3151-3p",0,0,13.7825526665794,0
"hsa-miR-3151-5p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-3152-3p",0,0,0,0
"hsa-miR-3152-5p",0,0,0,0
"hsa-miR-3153",0,0,0,22.7363155800602
"hsa-miR-3154",0,28.8530896850204,20.6738289998691,34.1044733700904
"hsa-miR-3155a",0,0,0,11.3681577900301
"hsa-miR-3155b",0,0,0,0
"hsa-miR-3156-3p",5.65761260063478,0,0,0
"hsa-miR-3156-5p",5.65761260063478,0,20.6738289998691,11.3681577900301
"hsa-miR-3157-3p",0,0,0,11.3681577900301
"hsa-miR-3157-5p",11.3152252012696,0,34.4563816664484,56.8407889501506
"hsa-miR-3158-3p",0,0,0,0
"hsa-miR-3158-5p",0,0,0,0
"hsa-miR-3159",0,0,0,0
"hsa-miR-3160-3p",0,0,0,0
"hsa-miR-3160-5p",0,0,0,0
"hsa-miR-3161",865.614727897122,904.063476797307,771.822949328445,1182.28841016313
"hsa-miR-3162-3p",0,0,0,0
"hsa-miR-3162-5p",0,9.61769656167348,0,0
"hsa-miR-3163",565.761260063478,557.826400577062,503.063172330147,704.825782981868
"hsa-miR-3164",0,9.61769656167348,0,0
"hsa-miR-3165",0,0,0,0
"hsa-miR-3166",0,0,0,0
"hsa-miR-3167",0,0,20.6738289998691,0
"hsa-miR-3168",735.489638082522,673.238759317144,627.106146329362,898.08446541238
"hsa-miR-3169",0,0,0,0
"hsa-miR-3170",0,0,6.89127633328969,0
"hsa-miR-3171",0,0,0,0
"hsa-miR-3173-3p",1714.25661799234,1346.47751863429,1433.38547732426,2307.73603137612
"hsa-miR-3173-5p",424.320945047609,442.41404183698,978.561239327136,659.353151821747
"hsa-miR-3174",0,0,0,0
"hsa-miR-3175",0,9.61769656167348,0,0
"hsa-miR-3176",0,0,0,0
"hsa-miR-3177-3p",11.3152252012696,9.61769656167348,27.5651053331588,34.1044733700904
"hsa-miR-3177-5p",0,0,0,0
"hsa-miR-3178",0,0,0,0
"hsa-miR-3179",6268.63476150334,6193.79658571772,4375.96047163895,5252.08889899392
"hsa-miR-3180",5.65761260063478,0,0,22.7363155800602
"hsa-miR-3180-3p",1369.14224935362,1057.94662178408,1247.32101632543,1295.96998806343
"hsa-miR-3180-5p",3337.99143437452,2952.63284443376,3466.31199564471,4899.67600750298
"hsa-miR-3181",0,0,0,0
"hsa-miR-3182",0,0,0,22.7363155800602
"hsa-miR-3183",0,0,0,22.7363155800602
"hsa-miR-3184-3p",0,0,0,0
"hsa-miR-3184-5p",0,0,0,0
"hsa-miR-3185",8288.40245992996,8280.83673960087,6112.56210762795,8776.21781390326
"hsa-miR-3186-3p",0,0,0,0
"hsa-miR-3186-5p",0,0,0,0
"hsa-miR-3187-3p",16.9728378019044,96.1769656167348,34.4563816664484,22.7363155800602
"hsa-miR-3187-5p",0,0,13.7825526665794,11.3681577900301
"hsa-miR-3188",220.646891424757,192.35393123347,323.889987664615,250.099471380663
"hsa-miR-3189-3p",0,0,0,0
"hsa-miR-3189-5p",0,0,6.89127633328969,0
"hsa-miR-3190-3p",0,0,0,0
"hsa-miR-3190-5p",0,0,0,0
"hsa-miR-3191-3p",0,0,0,0
"hsa-miR-3191-5p",0,0,0,0
"hsa-miR-3192-3p",0,0,0,0
"hsa-miR-3192-5p",0,0,0,0
"hsa-miR-3193",0,0,0,0
"hsa-miR-3194-3p",0,0,0,0
"hsa-miR-3194-5p",0,0,0,0
"hsa-miR-3195",5.65761260063478,19.235393123347,62.0214869996072,22.7363155800602
"hsa-miR-3196",0,0,0,0
"hsa-miR-3197",0,0,0,11.3681577900301
"hsa-miR-3198",565.761260063478,702.091849002164,1212.86463465899,750.298414141988
"hsa-miR-3199",0,0,0,0
"hsa-miR-32-3p",0,0,0,0
"hsa-miR-32-5p",0,0,0,0
"hsa-miR-3200-3p",0,0,0,0
"hsa-miR-3200-5p",0,0,0,0
"hsa-miR-3201",0,0,0,0
"hsa-miR-3202",0,0,6.89127633328969,0
"hsa-miR-320a-3p",0,0,0,0
"hsa-miR-320a-5p",0,0,0,0
"hsa-miR-320b",0,19.235393123347,6.89127633328969,0
"hsa-miR-320c",5.65761260063478,0,13.7825526665794,0
"hsa-miR-320d",5.65761260063478,0,0,0
"hsa-miR-320e",0,0,0,0
"hsa-miR-323a-3p",0,0,0,0
"hsa-miR-323a-5p",0,0,0,0
"hsa-miR-323b-3p",0,0,0,0
"hsa-miR-323b-5p",0,0,0,0
"hsa-miR-324-3p",792.06576408887,644.385669632123,1013.01762099358,1091.34314784289
"hsa-miR-324-5p",656.283061673635,548.208704015388,930.322304994108,954.92525436253
"hsa-miR-325",0,0,0,0
"hsa-miR-326",0,0,0,0
"hsa-miR-328-3p",56.5761260063478,394.325559028613,330.781263997905,534.303416131416
"hsa-miR-328-5p",5.65761260063478,57.7061793700409,75.8040396661866,34.1044733700904
"hsa-miR-329-3p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-329-5p",16.9728378019044,0,0,11.3681577900301
"hsa-miR-330-3p",0,0,0,0
"hsa-miR-330-5p",1131.52252012696,750.180331810531,330.781263997905,1762.06445745467
"hsa-miR-331-3p",90.5218016101565,48.0884828083674,75.8040396661866,56.8407889501506
"hsa-miR-331-5p",0,0,0,0
"hsa-miR-335-3p",0,0,0,0
"hsa-miR-335-5p",5.65761260063478,0,13.7825526665794,0
"hsa-miR-337-3p",0,0,0,0
"hsa-miR-337-5p",0,0,0,0
"hsa-miR-338-3p",0,0,0,0
"hsa-miR-338-5p",0,0,0,0
"hsa-miR-339-3p",0,0,0,0
"hsa-miR-339-5p",0,0,0,0
"hsa-miR-33a-3p",50.9185134057131,28.8530896850204,55.1302106663175,34.1044733700904
"hsa-miR-33a-5p",599.706935667287,798.268814618899,275.651053331588,886.71630762235
"hsa-miR-33b-3p",0,0,0,0
"hsa-miR-33b-5p",16.9728378019044,0,6.89127633328969,0
"hsa-miR-340-3p",0,0,0,0
"hsa-miR-340-5p",0,0,0,0
"hsa-miR-342-3p",5.65761260063478,0,0,0
"hsa-miR-342-5p",50.9185134057131,57.7061793700409,75.8040396661866,22.7363155800602
"hsa-miR-345-3p",0,0,0,0
"hsa-miR-345-5p",0,0,0,0
"hsa-miR-346",0,0,0,0
"hsa-miR-34a-3p",0,0,0,0
"hsa-miR-34a-5p",0,0,0,0
"hsa-miR-34b-3p",0,0,0,0
"hsa-miR-34b-5p",0,0,0,0
"hsa-miR-34c-3p",0,0,0,11.3681577900301
"hsa-miR-34c-5p",0,0,0,0
"hsa-miR-3529-3p",0,0,0,0
"hsa-miR-3529-5p",0,0,0,0
"hsa-miR-3605-3p",0,0,0,0
"hsa-miR-3605-5p",0,0,34.4563816664484,0
"hsa-miR-3606-3p",0,0,68.9127633328969,34.1044733700904
"hsa-miR-3606-5p",0,0,0,0
"hsa-miR-3609",0,0,0,11.3681577900301
"hsa-miR-361-3p",0,0,0,0
"hsa-miR-361-5p",0,0,0,0
"hsa-miR-3610",0,0,0,0
"hsa-miR-3611",0,0,0,0
"hsa-miR-3612",0,0,6.89127633328969,0
"hsa-miR-3613-3p",175.385990619678,221.20702091849,420.367856330671,227.363155800602
"hsa-miR-3613-5p",656.283061673635,490.502524645347,296.324882331457,761.666571932018
"hsa-miR-3614-3p",0,0,0,0
"hsa-miR-3614-5p",0,0,6.89127633328969,0
"hsa-miR-3615",684.571124676809,721.327242125511,558.193382996465,534.303416131416
"hsa-miR-3616-3p",0,9.61769656167348,0,11.3681577900301
"hsa-miR-3616-5p",0,0,0,0
"hsa-miR-3617-3p",45.2609008050783,76.9415724933878,13.7825526665794,22.7363155800602
"hsa-miR-3617-5p",316.826305635548,490.502524645347,144.716802999083,227.363155800602
"hsa-miR-3618",0,0,0,0
"hsa-miR-3619-3p",1567.15869037584,1836.98004327963,2246.55608465244,3774.22838629
"hsa-miR-3619-5p",265.907792229835,144.265448425102,392.802750997512,295.572102540783
"hsa-miR-362-3p",0,0,0,0
"hsa-miR-362-5p",0,0,0,0
"hsa-miR-3620-3p",33.9456756038087,28.8530896850204,365.237645664354,341.044733700904
"hsa-miR-3620-5p",226.304504025391,96.1769656167348,592.649764662913,1250.49735690331
"hsa-miR-3621",0,0,0,0
"hsa-miR-3622a-3p",0,0,6.89127633328969,0
"hsa-miR-3622a-5p",0,0,0,0
"hsa-miR-3622b-3p",0,0,0,0
"hsa-miR-3622b-5p",0,0,0,0
"hsa-miR-363-3p",0,0,0,11.3681577900301
"hsa-miR-363-5p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-3646",0,0,0,0
"hsa-miR-3648",0,0,0,0
"hsa-miR-3649",0,0,0,0
"hsa-miR-3650",0,0,0,0
"hsa-miR-3651",0,0,0,0
"hsa-miR-3652",0,0,0,0
"hsa-miR-3654",0,0,0,11.3681577900301
"hsa-miR-3655",803.380989290139,538.591007453715,888.97464699437,636.616836241687
"hsa-miR-3657",33.9456756038087,577.061793700409,179.173184665532,375.149207070994
"hsa-miR-3658",0,0,0,0
"hsa-miR-3659",1029.68549331553,1115.65280115412,1212.86463465899,2762.46234297732
"hsa-miR-365a-3p",0,0,0,0
"hsa-miR-365a-5p",0,9.61769656167348,0,0
"hsa-miR-365b-3p",0,0,0,0
"hsa-miR-365b-5p",0,0,6.89127633328969,0
"hsa-miR-3660",0,0,0,0
"hsa-miR-3661",333.799143437452,509.737917768694,509.954448663437,682.089467401807
"hsa-miR-3662",0,0,0,0
"hsa-miR-3663-3p",758.120088485061,615.532579947103,826.953159994763,602.512362871597
"hsa-miR-3663-5p",2608.15940889264,2673.71964414523,2715.16287531614,3785.59654408003
"hsa-miR-3664-3p",0,9.61769656167348,0,0
"hsa-miR-3664-5p",0,19.235393123347,34.4563816664484,45.4726311601205
"hsa-miR-3665",0,0,0,0
"hsa-miR-3666",0,0,0,0
"hsa-miR-3667-3p",0,0,0,0
"hsa-miR-3667-5p",0,0,0,0
"hsa-miR-3668",0,0,0,0
"hsa-miR-367-3p",0,19.235393123347,27.5651053331588,34.1044733700904
"hsa-miR-367-5p",0,0,0,0
"hsa-miR-3670",2517.63760728248,2202.45251262323,2742.7279806493,4160.74575115103
"hsa-miR-3671",0,0,0,0
"hsa-miR-3672",0,0,0,0
"hsa-miR-3674",0,0,0,0
"hsa-miR-3675-3p",5.65761260063478,19.235393123347,75.8040396661866,11.3681577900301
"hsa-miR-3675-5p",0,0,0,0
"hsa-miR-3677-3p",0,0,0,0
"hsa-miR-3677-5p",0,0,0,0
"hsa-miR-3678-3p",0,0,0,0
"hsa-miR-3678-5p",0,0,0,0
"hsa-miR-3679-3p",0,0,0,0
"hsa-miR-3679-5p",0,0,0,0
"hsa-miR-3680-3p",3111.68693034913,3520.07694157249,3741.9630489763,5752.28784175524
"hsa-miR-3680-5p",990.082205111087,1067.56431834576,854.518265327921,966.293412152561
"hsa-miR-3681-3p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-3681-5p",0,0,0,0
"hsa-miR-3682-3p",0,0,0,0
"hsa-miR-3682-5p",0,0,0,0
"hsa-miR-3683",0,0,0,0
"hsa-miR-3684",0,0,6.89127633328969,0
"hsa-miR-3685",0,0,0,0
"hsa-miR-3686",0,0,0,0
"hsa-miR-3688-3p",0,0,0,0
"hsa-miR-3688-5p",0,0,0,0
"hsa-miR-3689a-3p",0,0,0,34.1044733700904
"hsa-miR-3689a-5p",0,0,0,0
"hsa-miR-3689b-3p",0,0,0,45.4726311601205
"hsa-miR-3689b-5p",0,0,6.89127633328969,0
"hsa-miR-3689c",305.511080434278,336.619379658572,723.584014995417,977.661569942591
"hsa-miR-3689d",0,0,0,0
"hsa-miR-3689e",0,0,0,0
"hsa-miR-3689f",0,0,0,0
"hsa-miR-369-3p",0,0,0,0
"hsa-miR-369-5p",0,0,0,0
"hsa-miR-3690",0,0,0,0
"hsa-miR-3691-3p",0,0,0,0
"hsa-miR-3691-5p",0,0,0,0
"hsa-miR-3692-3p",0,0,0,0
"hsa-miR-3692-5p",0,0,6.89127633328969,22.7363155800602
"hsa-miR-370-3p",0,0,0,0
"hsa-miR-370-5p",0,0,0,0
"hsa-miR-3714",0,0,0,0
"hsa-miR-371a-3p",0,0,0,0
"hsa-miR-371a-5p",0,0,0,0
"hsa-miR-371b-3p",0,0,0,0
"hsa-miR-371b-5p",0,0,0,0
"hsa-miR-372-3p",0,0,0,0
"hsa-miR-372-5p",0,0,0,0
"hsa-miR-373-3p",0,0,6.89127633328969,0
"hsa-miR-373-5p",0,0,0,0
"hsa-miR-374a-3p",11.3152252012696,125.030055301755,117.151697665925,136.417893480361
"hsa-miR-374a-5p",28.2880630031739,67.3238759317144,82.6953159994763,125.049735690331
"hsa-miR-374b-3p",5.65761260063478,0,13.7825526665794,0
"hsa-miR-374b-5p",0,0,0,0
"hsa-miR-374c-3p",0,0,0,0
"hsa-miR-374c-5p",0,0,0,0
"hsa-miR-375-3p",5.65761260063478,0,0,22.7363155800602
"hsa-miR-375-5p",0,0,0,0
"hsa-miR-376a-2-5p",0,0,0,0
"hsa-miR-376a-3p",5.65761260063478,0,6.89127633328969,0
"hsa-miR-376a-5p",0,0,0,0
"hsa-miR-376b-3p",0,0,0,0
"hsa-miR-376b-5p",0,0,0,0
"hsa-miR-376c-3p",0,0,0,56.8407889501506
"hsa-miR-376c-5p",0,0,0,0
"hsa-miR-377-3p",0,0,0,0
"hsa-miR-377-5p",0,0,0,0
"hsa-miR-378a-3p",0,0,20.6738289998691,0
"hsa-miR-378a-5p",0,0,6.89127633328969,0
"hsa-miR-378b",0,0,0,0
"hsa-miR-378c",0,0,0,0
"hsa-miR-378d",0,9.61769656167348,20.6738289998691,22.7363155800602
"hsa-miR-378e",0,0,0,0
"hsa-miR-378f",0,0,0,0
"hsa-miR-378h",0,0,13.7825526665794,0
"hsa-miR-378i",0,0,0,0
"hsa-miR-378j",1567.15869037584,1865.83313296466,971.669962993846,1307.33814585346
"hsa-miR-379-3p",0,0,0,0
"hsa-miR-379-5p",0,0,0,0
"hsa-miR-380-3p",0,0,0,0
"hsa-miR-380-5p",0,0,0,0
"hsa-miR-381-3p",0,0,6.89127633328969,11.3681577900301
"hsa-miR-381-5p",5.65761260063478,0,0,0
"hsa-miR-382-3p",0,0,0,22.7363155800602
"hsa-miR-382-5p",5.65761260063478,0,13.7825526665794,0
"hsa-miR-383-3p",243.277341827296,163.500841548449,234.303395331849,318.308418120843
"hsa-miR-383-5p",1991.47963542344,2385.18874729502,1047.47400266003,1659.7510373444
"hsa-miR-384",0,19.235393123347,0,0
"hsa-miR-3907",5.65761260063478,0,0,0
"hsa-miR-3908",0,9.61769656167348,6.89127633328969,0
"hsa-miR-3909",0,0,0,11.3681577900301
"hsa-miR-3910",0,0,0,0
"hsa-miR-3911",0,0,0,0
"hsa-miR-3912-3p",678.913512076174,490.502524645347,764.931672995155,511.567100551356
"hsa-miR-3912-5p",271.56540483047,230.824717480164,454.824237997119,295.572102540783
"hsa-miR-3913-3p",0,0,0,0
"hsa-miR-3913-5p",0,0,0,0
"hsa-miR-3914",0,0,0,0
"hsa-miR-3915",0,0,0,0
"hsa-miR-3916",0,0,0,0
"hsa-miR-3917",0,0,0,0
"hsa-miR-3918",0,0,0,0
"hsa-miR-3919",0,0,0,0
"hsa-miR-3920",0,0,0,0
"hsa-miR-3921",0,0,0,0
"hsa-miR-3922-3p",0,28.8530896850204,6.89127633328969,0
"hsa-miR-3922-5p",0,9.61769656167348,20.6738289998691,0
"hsa-miR-3923",0,0,0,0
"hsa-miR-3924",0,9.61769656167348,0,11.3681577900301
"hsa-miR-3925-3p",2438.43103087359,2952.63284443376,2591.11990131692,4081.16864662081
"hsa-miR-3925-5p",594.049323066652,567.444097138735,937.213581327398,636.616836241687
"hsa-miR-3926",0,0,13.7825526665794,0
"hsa-miR-3927-3p",0,0,0,0
"hsa-miR-3927-5p",5.65761260063478,0,0,0
"hsa-miR-3928-3p",0,0,0,0
"hsa-miR-3928-5p",0,0,0,0
"hsa-miR-3929",67.8913512076174,57.7061793700409,20.6738289998691,215.994998010572
"hsa-miR-3934-3p",0,0,0,0
"hsa-miR-3934-5p",0,0,0,0
"hsa-miR-3935",0,0,0,0
"hsa-miR-3936",0,0,0,11.3681577900301
"hsa-miR-3937",0,0,0,0
"hsa-miR-3938",0,9.61769656167348,6.89127633328969,0
"hsa-miR-3939",0,9.61769656167348,0,22.7363155800602
"hsa-miR-3940-3p",5.65761260063478,0,13.7825526665794,0
"hsa-miR-3940-5p",0,0,6.89127633328969,0
"hsa-miR-3941",0,0,0,0
"hsa-miR-3942-3p",0,0,0,0
"hsa-miR-3942-5p",0,0,0,0
"hsa-miR-3943",0,0,0,0
"hsa-miR-3944-3p",0,0,0,0
"hsa-miR-3944-5p",0,0,0,11.3681577900301
"hsa-miR-3945",14574.0100592352,18485.2127915364,7621.7516246184,11686.466208151
"hsa-miR-3960",0,0,0,0
"hsa-miR-3972",0,0,0,0
"hsa-miR-3973",2110.28950003677,1663.86150516951,2832.31457298206,4660.94469391235
"hsa-miR-3974",5.65761260063478,0,6.89127633328969,0
"hsa-miR-3975",0,0,0,0
"hsa-miR-3976",1584.13152817774,519.355614330368,10143.9587626024,1909.85050872506
"hsa-miR-3977",0,0,0,0
"hsa-miR-3978",0,0,0,0
"hsa-miR-409-3p",0,0,0,0
"hsa-miR-409-5p",0,0,0,0
"hsa-miR-410-3p",0,0,0,0
"hsa-miR-410-5p",0,0,0,0
"hsa-miR-411-3p",0,0,0,0
"hsa-miR-411-5p",0,0,0,0
"hsa-miR-412-3p",5.65761260063478,9.61769656167348,6.89127633328969,11.3681577900301
"hsa-miR-412-5p",0,0,13.7825526665794,0
"hsa-miR-421",220.646891424757,221.20702091849,137.825526665794,181.890524640482
"hsa-miR-422a",0,9.61769656167348,0,0
"hsa-miR-423-3p",0,0,0,22.7363155800602
"hsa-miR-423-5p",0,0,0,0
"hsa-miR-424-3p",5.65761260063478,0,0,0
"hsa-miR-424-5p",16.9728378019044,9.61769656167348,13.7825526665794,0
"hsa-miR-425-3p",5.65761260063478,0,13.7825526665794,0
"hsa-miR-425-5p",22.6304504025391,76.9415724933878,213.62956633198,295.572102540783
"hsa-miR-4251",0,9.61769656167348,0,0
"hsa-miR-4252",345.114368638722,375.090165905266,434.15040899725,522.935258341386
"hsa-miR-4253",11.3152252012696,144.265448425102,55.1302106663175,136.417893480361
"hsa-miR-4254",0,0,0,0
"hsa-miR-4255",0,0,0,0
"hsa-miR-4256",5.65761260063478,9.61769656167348,0,0
"hsa-miR-4257",5.65761260063478,0,0,0
"hsa-miR-4258",0,0,0,0
"hsa-miR-4259",0,0,0,0
"hsa-miR-4260",0,0,13.7825526665794,0
"hsa-miR-4261",0,0,0,0
"hsa-miR-4262",0,0,0,0
"hsa-miR-4263",0,0,0,11.3681577900301
"hsa-miR-4264",0,0,0,0
"hsa-miR-4265",0,0,0,0
"hsa-miR-4266",0,0,0,0
"hsa-miR-4267",0,0,0,0
"hsa-miR-4268",0,0,0,0
"hsa-miR-4269",0,0,0,0
"hsa-miR-4270",67.8913512076174,28.8530896850204,82.6953159994763,56.8407889501506
"hsa-miR-4271",0,0,0,0
"hsa-miR-4272",0,0,0,0
"hsa-miR-4273",0,0,0,0
"hsa-miR-4274",5.65761260063478,0,0,0
"hsa-miR-4275",0,0,0,0
"hsa-miR-4276",0,9.61769656167348,0,0
"hsa-miR-4277",0,0,0,0
"hsa-miR-4278",0,0,0,0
"hsa-miR-4279",0,0,0,0
"hsa-miR-4280",0,0,0,0
"hsa-miR-4281",0,0,27.5651053331588,22.7363155800602
"hsa-miR-4282",0,0,0,0
"hsa-miR-4283",5.65761260063478,0,0,0
"hsa-miR-4284",5.65761260063478,0,6.89127633328969,22.7363155800602
"hsa-miR-4285",214.989278824122,134.647751863429,275.651053331588,250.099471380663
"hsa-miR-4286",0,0,0,0
"hsa-miR-4287",0,0,0,0
"hsa-miR-4288",0,0,0,0
"hsa-miR-4289",0,0,20.6738289998691,11.3681577900301
"hsa-miR-429",0,0,0,0
