"","SRR1917326.count","SRR1917327.count","SRR1917328.count","SRR1917332.count","SRR1917333.count","SRR1917334.count","SRR1917338.count","SRR1917339.count","SRR1917340.count"
"hsa-miR-1538",0,0,0,0,0,0,0,0,0
"hsa-miR-1539",0,0,0,0,69.4058856191005,0,0,0,0
"hsa-miR-154-3p",0,64.4039415212211,117.6678237336,0,0,0,146.864444118079,168.406871000337,0
"hsa-miR-154-5p",179.74737323725,386.423649127327,29.4169559334,233.781414377557,69.4058856191005,181.702552920869,195.819258824105,673.627484001347,343.473994111874
"hsa-miR-155-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-155-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1587",0,0,0,0,0,0,0,0,0
"hsa-miR-15a-3p",49.0220108828864,0,0,0,0,0,0,0,0
"hsa-miR-15a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-15b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-15b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-17-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-17-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-181a-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181a-3p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-181a-5p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-181b-2-3p",1241.89094236646,1738.90642107297,970.7595458022,1870.25131502046,1665.74125485841,514.823899942461,2202.96666177119,1094.64466150219,1324.82826300294
"hsa-miR-181b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181b-5p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-181c-3p",392.176087063091,322.019707606105,294.169559334,642.898889538282,694.058856191005,333.121347021592,930.141479414501,673.627484001347,392.541707556428
"hsa-miR-181c-5p",4297.59628739971,4443.87196496426,6412.8963934812,5201.63646990064,6732.37090505275,6571.57566397141,6853.67405884369,9262.37790501853,8734.05299313052
"hsa-miR-181d-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181d-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-182-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-182-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1825",0,0,0,0,0,0,0,0,0
"hsa-miR-1827",0,0,0,0,0,0,0,0,0
"hsa-miR-183-3p",20850.695295521,6826.81780124944,10443.019356357,2746.93161893629,7981.67684619656,8540.01998728082,3133.10814118569,2778.71337150556,7262.02158979392
"hsa-miR-183-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-184",669.967482066114,2254.13795324274,2676.9429899394,1578.02454704851,2082.17656857302,1544.47169982738,2056.10221765311,1684.06871000337,1619.23454367026
"hsa-miR-1843",0,0,29.4169559334,58.4453535943892,0,0,0,0,0
"hsa-miR-185-3p",2287.69384120137,2189.73401172152,2235.6886509384,5493.86323787259,3192.67073847862,2513.55198207202,3377.88221471582,3536.54429100707,3434.73994111874
"hsa-miR-185-5p",196.088043531546,579.63547369099,264.7526034006,116.890707188778,208.217656857302,181.702552920869,538.50296176629,421.017177500842,0
"hsa-miR-186-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-186-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-187-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-187-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-188-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-188-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-18a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-18a-5p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-18b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-18b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1908-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1908-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1909-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1909-5p",0,128.807883042442,0,0,0,0,48.9548147060263,0,49.0677134445535
"hsa-miR-190a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-190a-5p",32.6813405885909,0,29.4169559334,0,138.811771238201,0,48.9548147060263,252.610306500505,0
"hsa-miR-190b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-190b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-191-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-191-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1910-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1910-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1911-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1911-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1912-3p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-1912-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1913",0,0,0,0,138.811771238201,0,0,0,0
"hsa-miR-1914-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1914-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1915-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1915-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-192-3p",1830.15507296109,3993.04437431571,3265.2821086074,3331.38515488019,3539.70016657413,3058.65964083462,3671.61110295198,4883.79925900977,4121.68792934249
"hsa-miR-192-5p",16.3406702942955,0,29.4169559334,0,0,0,0,0,49.0677134445535
"hsa-miR-193a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-193a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-193b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-193b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-194-3p",0,64.4039415212211,0,0,0,0,0,0,0
"hsa-miR-194-5p",490.220108828864,1094.86700586076,1264.9291051362,1636.4699006429,902.276513048306,363.405105841737,1517.59925588682,1094.64466150219,1226.69283611384
"hsa-miR-195-3p",0,64.4039415212211,0,0,0,30.2837588201448,48.9548147060263,336.813742000674,0
"hsa-miR-195-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-196a-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-196a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-196a-5p",65.3626811771819,193.211824563663,0,0,0,0,97.9096294120527,84.2034355001684,0
"hsa-miR-196b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-196b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-197-3p",702.648822654705,966.059122818316,911.9256339354,701.344243132671,624.652970571904,635.95893522304,930.141479414501,589.424048501179,392.541707556428
"hsa-miR-197-5p",16.3406702942955,0,0,0,0,0,48.9548147060263,0,49.0677134445535
"hsa-miR-1972",0,0,0,0,0,30.2837588201448,0,0,0
"hsa-miR-1976",0,0,0,0,0,0,0,0,0
"hsa-miR-198",0,0,0,0,0,0,0,0,0
"hsa-miR-199a-3p",163.406702942955,257.615766084884,353.0034712008,409.117475160725,208.217656857302,151.418794100724,538.50296176629,505.22061300101,49.0677134445535
"hsa-miR-199a-5p",294.132065297318,450.827590648548,147.084779667,584.453535943892,277.623542476402,514.823899942461,391.638517648211,842.034355001684,736.015701668302
"hsa-miR-199b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-199b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-19a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-19a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-19b-1-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-19b-2-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-19b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-200a-3p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-200a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-200b-3p",0,0,29.4169559334,0,0,0,0,0,0
"hsa-miR-200b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-200c-3p",15932.1535369381,15199.3301990082,5353.8859798788,2104.03272939801,5968.90616324264,7904.06105205778,2643.55999412542,2526.10306500505,6329.7350343474
"hsa-miR-200c-5p",65.3626811771819,128.807883042442,29.4169559334,175.336060783168,0,30.2837588201448,48.9548147060263,0,196.270853778214
"hsa-miR-202-3p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-202-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-203a-3p",0,0,0,0,0,0,0,0,49.0677134445535
"hsa-miR-203a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-203b-3p",81.7033514714774,0,29.4169559334,233.781414377557,69.4058856191005,30.2837588201448,48.9548147060263,0,0
"hsa-miR-203b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-204-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-204-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-205-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-205-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2052",0,0,0,0,0,0,0,0,0
"hsa-miR-2053",0,0,0,0,0,0,0,0,0
"hsa-miR-2054",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-206",0,0,0,0,0,0,0,0,0
"hsa-miR-208a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-208a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-208b-3p",375.835416768796,901.655181297095,1059.0104136024,876.680303915839,208.217656857302,726.810211683474,930.141479414501,421.017177500842,343.473994111874
"hsa-miR-208b-5p",163.406702942955,128.807883042442,117.6678237336,58.4453535943892,0,121.135035280579,0,0,0
"hsa-miR-20a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-20a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-20b-3p",0,0,0,0,0,0,244.774073530132,0,0
"hsa-miR-20b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-21-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-21-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-210-3p",2875.957971796,3993.04437431571,676.5899864682,1636.4699006429,832.870627429206,1544.47169982738,587.457776472316,589.424048501179,785.083415112856
"hsa-miR-210-5p",16.3406702942955,0,0,116.890707188778,0,0,0,0,0
"hsa-miR-211-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-211-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2110",1895.51775413827,3477.81284214594,3324.1160204742,2688.48626534191,2845.64131038312,2180.43063505042,3426.83702942184,4294.37521050859,4612.36506378803
"hsa-miR-2113",0,0,0,0,0,0,0,0,0
"hsa-miR-2114-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2114-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2115-3p",0,0,0,0,0,30.2837588201448,0,0,0
"hsa-miR-2115-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2116-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2116-5p",0,0,0,0,0,0,0,0,49.0677134445535
"hsa-miR-2117",0,0,0,0,0,0,0,0,0
"hsa-miR-212-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-212-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-214-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-214-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-215-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-215-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-216a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-216a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-216b-3p",0,0,0,0,0,90.8512764604343,0,0,0
"hsa-miR-216b-5p",49.0220108828864,0,147.084779667,58.4453535943892,69.4058856191005,0,97.9096294120527,0,98.135426889107
"hsa-miR-217-3p",277.791395003023,772.847298254653,588.339118668,759.78959672706,624.652970571904,242.270070561158,1028.05110882655,1178.84809700236,1373.8959764475
"hsa-miR-217-5p",457.538768240273,1094.86700586076,2265.1056068718,1519.57919345412,1526.92948362021,878.229005784198,1223.87036765066,1431.45840350286,932.286555446516
"hsa-miR-218-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-218-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-218-5p",0,0,0,0,0,30.2837588201448,0,0,0
"hsa-miR-219a-1-3p",0,0,0,0,0,0,0,0,147.20314033366
"hsa-miR-219a-2-3p",163.406702942955,128.807883042442,0,233.781414377557,0,60.5675176402895,195.819258824105,0,196.270853778214
"hsa-miR-219a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-219b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-219b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-22-3p",16.3406702942955,0,0,0,0,0,0,252.610306500505,98.135426889107
"hsa-miR-22-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-221-3p",555.582790006046,772.847298254653,264.7526034006,233.781414377557,277.623542476402,90.8512764604343,881.186664708474,252.610306500505,196.270853778214
"hsa-miR-221-5p",5163.65181299737,6440.39415212211,7383.6559392834,7071.8877849211,8953.35924486396,9054.84388722328,8224.40887061243,12462.1084540249,11236.5063788027
"hsa-miR-222-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-222-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-223-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-223-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-224-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-224-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2276-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2276-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2277-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2277-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2278",0,0,0,0,0,0,0,0,0
"hsa-miR-2355-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2355-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2392",32.6813405885909,64.4039415212211,0,0,0,0,0,0,0
"hsa-miR-23a-3p",130.725362354364,386.423649127327,470.6712949344,292.226767971946,69.4058856191005,30.2837588201448,244.774073530132,84.2034355001684,245.338567222767
"hsa-miR-23a-5p",1241.89094236646,322.019707606105,382.4204271342,292.226767971946,763.464741810106,514.823899942461,636.412591178342,589.424048501179,588.812561334642
"hsa-miR-23b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-23b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-23c",375.835416768796,708.443356733432,823.6747661352,116.890707188778,277.623542476402,393.688864661882,244.774073530132,1178.84809700236,981.35426889107
"hsa-miR-24-1-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-24-2-5p",375.835416768796,193.211824563663,176.5017356004,233.781414377557,347.029428095503,242.270070561158,391.638517648211,1094.64466150219,490.677134445535
"hsa-miR-24-3p",2369.39719267284,4443.87196496426,3324.1160204742,3214.49444769141,3956.13548028873,3422.06474667636,5874.57776472316,5810.03704951162,6476.93817468106
"hsa-miR-2467-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2467-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-25-3p",833.374185009069,1094.86700586076,1529.6817085368,1052.01636469901,1596.33536923931,1271.91787044608,1077.00592353258,505.22061300101,932.286555446516
"hsa-miR-25-5p",1176.52826118927,1803.31036259419,1029.593457669,2220.92343658679,1388.11771238201,2543.83574089216,2105.05703235913,1599.8652745032,1324.82826300294
"hsa-miR-2681-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-2681-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-2682-3p",0,0,0,0,0,60.5675176402895,0,0,0
"hsa-miR-2682-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-26a-1-3p",0,0,0,58.4453535943892,0,0,0,0,0
"hsa-miR-26a-2-3p",0,0,117.6678237336,58.4453535943892,69.4058856191005,60.5675176402895,0,84.2034355001684,0
"hsa-miR-26a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-26b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-26b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-27a-3p",98.0440217657728,64.4039415212211,294.169559334,467.562828755114,347.029428095503,211.986311741013,146.864444118079,421.017177500842,294.406280667321
"hsa-miR-27a-5p",0,64.4039415212211,0,0,0,0,0,0,0
"hsa-miR-27b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-27b-5p",16.3406702942955,0,0,58.4453535943892,0,0,0,84.2034355001684,0
"hsa-miR-28-3p",0,64.4039415212211,0,0,69.4058856191005,0,0,0,0
"hsa-miR-28-5p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-2861",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-2909",0,0,0,0,0,0,0,0,0
"hsa-miR-296-3p",0,0,0,58.4453535943892,0,0,0,0,0
"hsa-miR-296-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-297",0,0,0,58.4453535943892,0,0,0,0,0
"hsa-miR-298",0,0,0,0,0,0,0,0,0
"hsa-miR-299-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-299-5p",0,64.4039415212211,29.4169559334,58.4453535943892,0,90.8512764604343,0,0,49.0677134445535
"hsa-miR-29a-3p",196.088043531546,322.019707606105,264.7526034006,409.117475160725,69.4058856191005,90.8512764604343,440.593332354237,0,441.609421000981
"hsa-miR-29a-5p",310.472735591614,837.251239775874,353.0034712008,584.453535943892,208.217656857302,635.95893522304,538.50296176629,168.406871000337,147.20314033366
"hsa-miR-29b-1-5p",3055.70534503325,4443.87196496426,4912.6316408778,4792.51899473992,6454.74736257635,4512.28006420157,5972.48739413521,7746.71606601549,6820.41216879293
"hsa-miR-29b-2-5p",0,0,0,0,0,121.135035280579,0,0,0
"hsa-miR-29b-3p",1487.00099678089,1867.71430411541,1676.7664882038,3565.16656925774,2776.23542476402,1544.47169982738,2937.28888236158,4462.78208150893,2158.97939156035
"hsa-miR-29c-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-29c-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-300",0,0,0,0,0,0,0,0,0
"hsa-miR-301a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-301a-5p",408.516757357387,644.039415212211,264.7526034006,1052.01636469901,832.870627429206,423.972623482027,1272.82518235668,673.627484001347,441.609421000981
"hsa-miR-301b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-301b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-302a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-302a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-302b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-302b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-302c-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-302c-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-302d-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-302d-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-302e",0,0,0,0,0,0,0,0,0
"hsa-miR-302f",800.692844420478,1610.09853803053,1294.3460610696,818.234950321449,2776.23542476402,757.093970503619,1174.91555294463,1178.84809700236,1472.0314033366
"hsa-miR-3059-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3059-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3064-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3064-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3065-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3065-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3074-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3074-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3085-3p",0,0,0,0,138.811771238201,30.2837588201448,0,0,98.135426889107
"hsa-miR-3085-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-30a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-30a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-30b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-30b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-30c-1-3p",0,0,0,0,0,30.2837588201448,0,0,0
"hsa-miR-30c-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-30c-5p",0,64.4039415212211,0,58.4453535943892,0,0,0,0,0
"hsa-miR-30d-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-30d-5p",0,64.4039415212211,0,0,0,0,0,0,0
"hsa-miR-30e-3p",49.0220108828864,0,0,175.336060783168,138.811771238201,90.8512764604343,48.9548147060263,0,0
"hsa-miR-30e-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-31-3p",0,0,0,0,0,0,48.9548147060263,0,0
"hsa-miR-31-5p",114.384692060068,322.019707606105,58.8339118668,0,0,211.986311741013,97.9096294120527,0,637.880274779195
"hsa-miR-3115",0,0,0,0,0,0,0,0,0
"hsa-miR-3116",0,0,0,0,0,0,0,0,0
"hsa-miR-3117-3p",0,0,0,58.4453535943892,0,0,0,0,0
"hsa-miR-3117-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3118",0,0,0,0,0,0,0,0,0
"hsa-miR-3119",0,0,0,0,0,0,0,0,0
"hsa-miR-3120-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3120-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3121-3p",16.3406702942955,0,0,116.890707188778,0,0,0,0,0
"hsa-miR-3121-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3122",0,0,0,0,0,0,0,0,0
"hsa-miR-3123",0,0,0,0,0,0,0,0,0
"hsa-miR-3124-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3124-5p",0,0,0,0,0,0,0,84.2034355001684,0
"hsa-miR-3125",0,0,0,0,0,0,0,0,0
"hsa-miR-3126-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3126-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3127-3p",0,0,0,0,0,0,195.819258824105,0,0
"hsa-miR-3127-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3128",0,0,0,0,0,0,0,0,0
"hsa-miR-3129-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3129-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3130-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3130-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3131",0,0,0,0,0,0,0,0,0
"hsa-miR-3132",17337.4511822475,6182.77838603723,10295.93457669,3506.72121566335,7981.67684619656,8267.46615789952,4748.61702648456,3368.13742000674,7114.81844946025
"hsa-miR-3133",0,0,0,0,0,0,48.9548147060263,0,0
"hsa-miR-3134",179.74737323725,128.807883042442,88.2508678002,292.226767971946,138.811771238201,60.5675176402895,342.683702942184,0,98.135426889107
"hsa-miR-3135a",32.6813405885909,0,0,0,0,0,0,0,0
"hsa-miR-3135b",32.6813405885909,64.4039415212211,205.9186915338,58.4453535943892,208.217656857302,0,48.9548147060263,168.406871000337,0
"hsa-miR-3136-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3136-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3137",81.7033514714774,322.019707606105,58.8339118668,58.4453535943892,69.4058856191005,151.418794100724,342.683702942184,84.2034355001684,196.270853778214
"hsa-miR-3138",0,0,0,0,0,0,0,0,0
"hsa-miR-3139",16.3406702942955,0,0,0,0,0,0,168.406871000337,0
"hsa-miR-3140-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3140-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3141",0,0,0,0,0,0,0,0,0
"hsa-miR-3142",0,0,0,0,0,0,0,0,0
"hsa-miR-3143",0,0,0,0,0,0,0,0,0
"hsa-miR-3144-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3144-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3145-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3145-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3146",0,0,0,0,0,0,0,0,0
"hsa-miR-3147",0,0,0,0,0,0,0,0,0
"hsa-miR-3148",0,0,0,0,0,0,0,0,0
"hsa-miR-3149",0,0,0,0,0,0,0,0,0
"hsa-miR-3150a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3150a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3150b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3150b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3151-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3151-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3152-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3152-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3153",0,0,0,0,0,0,0,0,0
"hsa-miR-3154",0,64.4039415212211,0,350.672121566335,555.247084952804,121.135035280579,0,168.406871000337,294.406280667321
"hsa-miR-3155a",0,0,0,0,0,0,0,0,0
"hsa-miR-3155b",0,0,0,0,0,0,0,0,0
"hsa-miR-3156-3p",0,0,0,0,0,30.2837588201448,0,0,0
"hsa-miR-3156-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3157-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3157-5p",16.3406702942955,64.4039415212211,0,0,0,30.2837588201448,0,0,0
"hsa-miR-3158-3p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-3158-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3159",0,0,0,0,0,0,0,0,0
"hsa-miR-3160-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3160-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3161",506.56077912316,772.847298254653,1382.5969288698,818.234950321449,555.247084952804,575.39141758275,587.457776472316,421.017177500842,490.677134445535
"hsa-miR-3162-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3162-5p",16.3406702942955,0,0,0,0,0,0,0,0
"hsa-miR-3163",506.56077912316,708.443356733432,764.8408542684,1578.02454704851,763.464741810106,484.540141122316,979.096294120527,421.017177500842,785.083415112856
"hsa-miR-3164",0,0,0,0,0,0,0,0,0
"hsa-miR-3165",0,0,0,0,0,0,0,0,0
"hsa-miR-3166",0,0,0,0,0,0,0,0,0
"hsa-miR-3167",0,0,0,0,0,0,0,0,0
"hsa-miR-3168",1290.91295324934,1803.31036259419,735.423898335,1811.80596142607,1526.92948362021,1120.49907634536,1811.32814412297,3031.32367800606,1668.30225711482
"hsa-miR-3169",0,0,0,0,0,0,0,0,0
"hsa-miR-3170",0,0,0,0,0,0,0,0,0
"hsa-miR-3171",0,0,0,0,69.4058856191005,0,0,0,0
"hsa-miR-3173-3p",490.220108828864,450.827590648548,647.1730305348,993.571011104617,555.247084952804,211.986311741013,538.50296176629,505.22061300101,441.609421000981
"hsa-miR-3173-5p",849.714855303365,1159.27094738198,823.6747661352,2220.92343658679,1318.71182676291,575.39141758275,2251.92147647721,1010.44122600202,1128.55740922473
"hsa-miR-3174",0,0,0,0,0,0,0,0,0
"hsa-miR-3175",0,0,0,0,0,0,0,0,0
"hsa-miR-3176",0,0,0,0,0,0,0,0,0
"hsa-miR-3177-3p",32.6813405885909,64.4039415212211,29.4169559334,0,0,30.2837588201448,48.9548147060263,0,0
"hsa-miR-3177-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3178",0,0,0,0,0,0,0,0,0
