"","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105163.count","SRR2105164.count","SRR2105165.count","SRR2105166.count","SRR2105167.count","SRR2105168.count","SRR2105169.count","SRR2105170.count","SRR2105171.count","SRR2105172.count","SRR2105173.count","SRR2105174.count","SRR2105207.count","SRR2105208.count","SRR2105209.count","SRR2105210.count","SRR2105211.count","SRR2105212.count","SRR2105213.count","SRR2105214.count","SRR2105215.count","SRR2105216.count","SRR2105217.count","SRR2105218.count","SRR2105219.count","SRR2105220.count","SRR2105221.count","SRR2105222.count","SRR2105239.count","SRR2105240.count","SRR2105241.count","SRR2105242.count","SRR2105243.count","SRR2105244.count","SRR2105245.count","SRR2105246.count","SRR2105247.count","SRR2105248.count","SRR2105249.count","SRR2105250.count","SRR2105251.count","SRR2105252.count","SRR2105253.count","SRR2105254.count","SRR2105287.count","SRR2105288.count","SRR2105289.count","SRR2105290.count","SRR2105291.count","SRR2105292.count","SRR2105293.count","SRR2105294.count","SRR2105295.count","SRR2105296.count","SRR2105297.count","SRR2105298.count","SRR2105299.count","SRR2105300.count","SRR2105301.count","SRR2105302.count","SRR2105335.count","SRR2105336.count","SRR2105337.count","SRR2105338.count","SRR2105339.count","SRR2105340.count","SRR2105341.count","SRR2105342.count","SRR2105343.count","SRR2105344.count","SRR2105345.count","SRR2105346.count","SRR2105347.count","SRR2105348.count","SRR2105349.count","SRR2105350.count","SRR2105385.count","SRR2105386.count","SRR2105387.count","SRR2105388.count","SRR2105389.count","SRR2105390.count","SRR2105391.count","SRR2105392.count","SRR2105393.count","SRR2105394.count","SRR2105395.count","SRR2105396.count","SRR2105397.count","SRR2105398.count","SRR2105399.count","SRR2105400.count","SRR2105449.count","SRR2105450.count","SRR2105499.count","SRR2105500.count"
"hsa-miR-7-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7-5p",18521.1070729662,18713.3987935362,16013.7807834631,17425.1470523197,24798.15455594,24769.7756788666,20277.647792856,21072.3226321147,22253.5556645414,22844.656336909,25471.3625044468,25071.8499470579,26851.7465013085,26828.9933491151,25523.635115028,29898.16700611,17946.0111597044,16793.7343023169,14835.4544769937,17710.4906091552,22666.3559025755,22678.3357643954,20772.8002081617,19782.6086956522,19302.7461205265,23418.9130479757,25688.3745742542,26559.6952046012,22965.7928248364,26417.2035419057,18008.1065431384,21834.7571082494,13559.3220338983,16426.0743020591,17332.2713998559,19072.9419646596,23119.4781603501,22203.1865684427,23636.8956660272,25195.0631295219,21230.7692307692,23403.8077206269,21357.936588847,25933.3935896545,30708.9552238806,33639.2267593397,29433.6321889351,27879.6390210918,17425.9397560368,18718.8835313027,19379.1329904482,18922.532708224,21020.3227456634,18471.9554930804,20791.7575532557,21834.7299100794,28014.5111136704,27835.7131397401,23666.1384046487,25349.5248758361,20156.1530168894,17869.3193213269,25456.8597145195,23507.1454041748,12358.6642124638,11270.9353044984,15443.6222931233,15880.2995788197,19686.4111498258,19158.6648376772,20349.6387801246,19591.698862077,24722.5786970635,23067.3754713004,19440.5756731662,17381.3150862822,26854.3584190579,28561.6057969481,23199.0231990232,23380.4914370812,19407.9241570521,20756.6119852695,16430.9074431617,18694.5500633714,14509.3274247731,14457.7008465246,21952.3907525554,22190.4956149296,24159.333752357,24296.8951578223,21625.5257679398,22382.3561524184,19060.707456979,21126.0015090001,25866.128489741,25035.765379113,25791.7521075416,27853.177051203,23147.4947071277,24862.1892226347
"hsa-miR-708-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2641768031523,0,0,0,0,0,0,37.3134328358209,0,0,0,0,19.6009251636677,0,0,0,0,46.4101731099457,0,0,0,0,0,0,0,0,0,0,0,0,16.3883380586375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8035487959442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4997187535156
"hsa-miR-708-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7106-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2834695160277,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7106-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3006081668115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7107-3p",7827.78864970646,7111.09154154374,8102.59027689167,6921.40993321834,4950.01922337563,4935.06493506493,11178.7032704206,8858.0781821683,5057.62628739578,4937.85118338158,6901.45855567414,6655.57404326123,6371.60086471726,5100.89054221621,6752.8900080119,6069.24643584521,6409.28969989444,5246.18425550255,9488.66631523458,8819.53867028494,9031.58140076914,9029.65895672709,5637.71195628605,5748.7922705314,3406.36696244586,3620.41500299977,2462.14452788379,2949.04201926952,5840.24941817064,5354.04347953991,9959.46728430805,7458.88053040928,8662.90018832392,6623.95664319288,7319.75575530019,6532.11623817101,8587.23474527289,7435.32636628405,4714.37396365055,4539.65101432827,5641.02564102564,5417.0611128642,6932.40901213172,6836.7748962896,3320.89552238806,3746.74196350999,6953.8596107588,5487.50357597982,6721.43390589993,6762.31918146536,5969.87509184423,4806.79721747372,7068.78110031158,6394.89991882635,7472.03787070126,7066.75126348262,3829.32166301969,3469.43686828173,5441.09878499736,6430.68354721098,7709.64685897227,5735.83089326541,5364.12401127375,3565.8446937488,6705.23271101762,6725.93480504778,6007.73878216007,5490.09324964355,7447.73519163763,7087.33424782808,8933.98775712789,8402.47429645112,4000.90586547898,2950.75056790239,5454.96750232126,5968.58377244462,5197.61775852734,4390.0245947161,5400.58232365925,5688.75651526433,8585.99409712906,6821.22530967526,6659.04881989046,5505.3865652725,6611.39303838182,6245.14917964731,9638.47156479385,7668.77421986539,4085.48082966688,3805.79685215447,5140.84207842971,4722.13123703461,5228.25047801147,4994.07178529084,5247.22502522704,5168.09728183119,10708.5896559581,9685.37939543492,13032.2277111268,12284.8464394195
"hsa-miR-7107-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7108-3p",0,44.0315265730263,0,44.2262615541108,0,70.8382526564345,103.987937399262,27.5095595719513,0,0,71.1490572749911,0,56.8892934349755,28.181715702852,0,0,0,44.5851353158857,0,0,0,0,0,0,0,0,0,18.3170311755871,43.9116497606815,0,0,31.8755578222619,94.1619585687382,33.4543264807721,0,41.8725399882757,0,0,0,0,68.3760683760684,26.2964131692437,50.9735956774391,46.3510162460312,0,27.1503040834057,43.7349661054013,0,0,39.2018503273354,45.9221160911095,67.7013692601933,46.5051388178394,19.7984517610723,46.4101731099457,0,0,0,0,0,0,0,0,27.4295745672985,0,49.9450604335231,101.826081053561,0,0,0,0,21.111744463445,0,46.8373106016253,0,0,0,26.4459312934705,46.9615854231239,59.5681310498883,0,13.9493360116058,78.8053114779936,19.8035487959442,0,36.0991282060538,0,40.7913522333265,39.2834695160277,0,42.4862981688405,0,29.8757170172084,0,0,0,45.5684666210982,92.5354719309069,0,44.9994375070312
"hsa-miR-7108-5p",0,0,0,0,0,0,0,0,0,28.3784550769056,0,0,0,0,0,0,0,0,75.3068755177348,0,174.804801305209,34.7294575258734,43.3670150483542,0,42.0539131166155,0,0,0,131.734949282045,0,115.807759119861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9221160911095,0,0,0,0,0,0,0,52.8262017960909,0,0,20.0553527736553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0709258256632,26.4459312934705,0,0,0,0,0,0,0,0,0,20.3956761166633,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7109-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7109-5p",0,44.0315265730263,0,44.2262615541108,48.0584390618993,70.8382526564345,0,27.5095595719513,30.6522805296714,56.7569101538112,71.1490572749911,37.8157616094388,0,0,0,40.7331975560081,0,29.7234235439238,0,35.7066342926516,58.2682671017364,69.4589150517469,0,24.1545893719807,0,0,0,36.6340623511741,0,0,57.9038795599305,63.7511156445238,0,0,0,0,82.5695648583932,34.2641768031523,32.5129238872452,56.7456376791034,0,52.5928263384874,0,0,0,27.1503040834057,0,78.021377857533,0,0,0,33.8506846300966,46.5051388178394,19.7984517610723,46.4101731099457,65.6354606515413,28.7918922031556,40.1090967431413,52.8262017960909,0,0,20.0553527736553,45.458678061642,109.718298269194,0,49.9450604335231,0,65.5533522345499,0,22.8623685413809,0,21.111744463445,0,0,116.063138347261,49.9463077192019,0,0,0,0,178.874877023522,0,0,19.8035487959442,0,0,0,0,0,21.5016771308162,42.4862981688405,81.8866688503112,0,0,0,17.8826895565093,0,0,0,0
"hsa-miR-711",209.672910259994,66.0472898595394,0,66.3393923311662,48.0584390618993,70.8382526564345,207.975874798523,165.057357431708,0,113.513820307622,0,0,0,28.181715702852,0,0,75.4034082340522,148.617117719619,0,71.4132685853031,58.2682671017364,0,43.3670150483542,24.1545893719807,0,0,41.0357421313964,36.6340623511741,0,29.4178213161533,57.9038795599305,0,0,33.4543264807721,75.8523912466341,0,123.85434728759,34.2641768031523,0,0,102.564102564103,52.5928263384874,0,0,0,0,43.7349661054013,26.007125952511,49.7883993029624,39.2018503273354,0,33.8506846300966,0,19.7984517610723,46.4101731099457,43.7569737676942,28.7918922031556,100.272741857853,52.8262017960909,200.958860850343,98.0039854954101,40.1107055473106,0,0,43.825050398808,99.8901208670462,33.9420270178535,49.1650141759124,130.662020905923,0,0,0,37.7443949573488,0,58.0315691736305,49.9463077192019,0,0,0,0,44.7187192558805,55.7973440464234,0,0,0,36.0991282060538,0,20.3956761166633,0,0,0,27.2955562834371,0,0,0,0,45.5684666210982,0,0,0
"hsa-miR-7110-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7110-5p",0,66.0472898595394,0,44.2262615541108,0,70.8382526564345,0,0,0,28.3784550769056,71.1490572749911,0,0,0,0,0,0,44.5851353158857,75.3068755177348,71.4132685853031,0,34.7294575258734,0,48.3091787439614,0,62.0642571942818,0,0,0,58.8356426323067,57.9038795599305,31.8755578222619,0,16.7271632403861,37.926195623317,20.9362699941378,82.5695648583932,34.2641768031523,0,28.3728188395517,0,0,0,23.1755081230156,0,0,0,26.007125952511,0,98.0046258183386,0,33.8506846300966,46.5051388178394,19.7984517610723,46.4101731099457,43.7569737676942,0,0,0,0,32.6679951651367,60.1660583209659,0,27.4295745672985,0,0,0,0,0,22.8623685413809,0,0,0,23.4186553008126,0,0,0,26.4459312934705,0,0,0,27.8986720232117,0,0,35.7372596669287,72.1982564121077,0,20.3956761166633,0,0,0,0,0,17.9642869974491,0,0,0,30.8451573103023,0,0
"hsa-miR-7111-3p",0,0,0,0,96.1168781237985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2847824291966,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2967069556821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9642869974491,0,0,0,0,0,0
"hsa-miR-7111-5p",1327.92843164663,1122.80392761217,382.799540640551,508.602007872274,336.409073433295,236.127508854782,623.92762439557,632.719870154879,30.6522805296714,28.3784550769056,142.298114549982,75.6315232188776,113.778586869951,140.90857851426,57.2278814238297,81.4663951120163,226.210224702157,356.681082527085,225.920626553204,321.359708633864,174.804801305209,138.917830103494,216.835075241771,72.463768115942,0,62.0642571942818,410.357421313964,421.291717038502,219.558248803408,147.089106580767,289.519397799653,127.502231289048,753.295668549906,485.087733971196,493.040543103121,251.235239929654,123.85434728759,171.320884015762,195.077543323471,198.609731876862,1299.1452991453,946.670874092774,305.841574064635,278.106097476187,149.253731343284,81.4509122502172,87.4699322108025,26.007125952511,348.518795120737,235.211101964013,321.454812637766,186.178765465532,139.515416453518,59.3953552832168,417.691557989511,284.420329490012,287.918922031556,200.545483715707,475.435816164818,258.375678236155,359.347946816504,280.774938831174,227.29339030821,219.436596538388,525.900604785696,582.692371724436,237.594189124975,262.2134089382,653.310104529617,640.146319158665,165.444217724591,63.335233390335,113.233184872046,93.6746212032505,174.094707520891,174.812077017206,189.496480779643,211.567450347764,46.9615854231239,89.3521965748325,89.437438511761,69.7466800580292,78.8053114779936,79.2141951837769,393.109856336216,180.495641030269,137.202442203471,122.37405669998,157.133878064111,64.5050313924486,297.404087181884,245.660006550934,687.141491395794,305.392878956634,0,35.7653791130186,136.705399863295,185.070943861814,47.0477534697718,44.9994375070312
"hsa-miR-7112-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7112-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4101731099457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7113-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8623685413809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8451573103023,0,0
"hsa-miR-7113-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7114-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7114-5p",0,0,0,0,0,47.2255017709563,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7066342926516,0,0,0,0,0,0,0,0,43.9116497606815,0,0,0,0,0,0,0,0,0,0,0,34.1880341880342,0,50.9735956774391,0,0,0,0,0,0,0,0,0,0,19.7984517610723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8035487959442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0477534697718,0
"hsa-miR-7150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7151-3p",209.672910259994,176.126106292105,191.399770320276,66.3393923311662,0,23.6127508854782,259.969843498154,220.07647657561,0,0,71.1490572749911,151.263046437755,56.8892934349755,56.363431405704,0,0,75.4034082340522,104.031982403733,0,0,0,0,0,48.3091787439614,0,20.6880857314273,0,0,0,58.8356426323067,0,63.7511156445238,94.1619585687382,66.9086529615442,37.926195623317,62.8088099824135,0,0,32.5129238872452,85.1184565186551,170.940170940171,236.667718523193,0,0,74.6268656716418,190.05212858384,0,52.014251905022,0,0,45.9221160911095,33.8506846300966,139.515416453518,79.1938070442891,46.4101731099457,21.8784868838471,28.7918922031556,40.1090967431413,52.8262017960909,28.7084086929062,32.6679951651367,20.0553527736553,45.458678061642,0,175.300201595232,199.780241734092,0,16.3883380586375,0,68.5871056241427,0,21.111744463445,75.4887899146977,46.8373106016253,0,49.9463077192019,27.0709258256632,26.4459312934705,0,29.7840655249442,134.156157767642,13.9493360116058,0,0,71.4745193338575,54.1486923090807,0,40.7913522333265,39.2834695160277,64.5050313924486,42.4862981688405,27.2955562834371,29.8757170172084,89.8214349872454,0,0,91.1369332421964,61.6903146206046,0,0
"hsa-miR-7151-5p",1747.27425216662,2113.51327550526,1403.59831568202,2189.19994692849,913.110342176086,826.446280991736,2495.71049758228,2338.31256361586,1287.3957822462,1021.6243827686,1778.72643187478,1852.9723188625,853.339401524633,1409.0857851426,1316.24127274808,733.197556008147,1583.4715729151,2095.50135984663,2108.59251449657,1713.91844604728,1398.43841044167,1701.7434187678,1301.01045145063,1497.5845410628,1093.401741032,1013.71620083994,1107.9650375477,1483.67952522255,1185.6145435384,882.5346394846,1389.69310943833,1976.28458498024,1318.26741996234,1990.53242560594,1896.30978116585,1716.7741395193,1486.25216745108,1576.15213294501,1300.51695548981,1106.53993474252,1709.40170940171,1367.41348480067,1784.07584871037,1691.81209298014,1305.97014925373,1140.31277150304,1574.45877979445,1040.28503810044,2140.90117002738,1920.89066603944,1010.28655400441,1083.22190816309,1348.64902571734,1286.8993644697,1485.12553951826,1553.37256875315,1094.09190371991,882.40012834911,1848.91706286318,2526.33996497574,1208.71582111006,922.546227588143,909.173561232839,822.887237018954,3768.95433429748,3479.50587686878,2443.82594528545,1917.43555286058,2177.70034843206,2057.61316872428,1654.44217724591,1583.38083475838,1170.07624367781,1264.60738624388,1160.63138347261,1223.68453912045,1326.4753654575,1613.2018089017,986.193293885602,1250.93075204765,1386.2802969323,1869.21102555518,1812.52216399385,1584.28390367554,1608.17668501179,2147.8981282602,1646.42930644165,1957.98490719967,1610.62225015713,1225.59559645652,1359.5615414029,1282.89114532154,1643.16443594646,1203.60722882909,571.812983518332,447.067238912732,2506.2656641604,2035.78038247995,2540.57868736768,2407.46990662617
"hsa-miR-7152-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8784868838471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7152-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7153-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.648353477841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7153-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8035487959442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7154-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9038795599305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4101731099457,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5540069686411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7154-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7066342926516,0,69.4589150517469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0315691736305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7155-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7155-5p",0,0,63.7999234400919,22.1131307770554,0,0,0,0,0,28.3784550769056,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5129238872452,28.3728188395517,0,0,0,0,0,0,0,0,0,19.6009251636677,0,16.9253423150483,0,19.7984517610723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,0,0,0,0,0,0,0,0,17.9642869974491,0,0,0,0,0,0
"hsa-miR-7156-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7156-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.458678061642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7157-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7157-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7084086929062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7158-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7158-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7271632403861,0,0,0,0,0,56.7456376791034,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4186553008126,58.0315691736305,0,0,0,0,0,0,0,0,19.8035487959442,0,0,0,0,39.2834695160277,0,0,0,0,0,0,17.8826895565093,0,0,0,0
"hsa-miR-7159-3p",0,0,0,22.1131307770554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7766761172749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3006105508678,0,0,0,0,0,0,0,0,0,0,0,0,0
