"gene_id","SRR2105143.count","SRR2105144.count","SRR2105145.count","SRR2105146.count","SRR2105187.count","SRR2105188.count","SRR2105193.count","SRR2105194.count","SRR2105197.count","SRR2105198.count","SRR2105275.count","SRR2105276.count","SRR2105277.count","SRR2105319.count","SRR2105320.count","SRR2105321.count","SRR2105322.count","SRR2105325.count","SRR2105326.count","SRR2105373.count","SRR2105374.count","SRR2105375.count","SRR2105431.count","SRR2105432.count","SRR2105437.count","SRR2105438.count","SRR2105471.count","SRR2105472.count","SRR2105487.count","SRR2105488.count"
"hsa-let-7a-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7a-3p",0,0,0,22.0857811740801,0,0,0,0,0,0,0,32.9142255282733,0,0,13.733434045183,0,15.2902860812526,0,0,0,27.0423754022553,0,0,0,0,0,39.2387679026879,0,0,0
"hsa-let-7a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0423754022553,0,0,0,0,0,0,0,0,0
"hsa-let-7b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7d-5p",0,0,0,0,0,0,0,0,0,0,0,16.4571127641367,0,0,0,0,0,0,0,0,0,39.9090074629844,0,0,0,0,0,0,0,0
"hsa-let-7e-3p",5340.25770417912,5341.77266221855,22690.3734209797,22152.0385176024,11793.1896282412,16606.2857458116,14111.5799343647,17312.5186098941,12730.716708515,13967.688589238,13504.9810579486,13001.119083668,7567.51857893783,16605.2812285411,15038.1102794754,21457.8106430741,23225.9445574227,19034.7032184632,22094.46338741,19078.7054063994,22337.0020822629,6904.2582910963,19799.550010227,20302.0507294713,29542.7016312983,33423.6220472441,8318.61879536982,8514.5402148284,8367.65092438447,7306.88935281837
"hsa-let-7e-5p",538.925089412572,947.408736318007,791.985110679919,927.602809311365,390.502967822555,441.363076300642,750.117205813408,723.127312943979,925.069380203515,661.493448670653,1122.49193208924,987.4267658482,634.402755120537,405.768150321493,878.939778891712,594.216294731282,672.772587575114,435.909234010607,504.579440681335,735.564545788893,811.27126206766,1117.45220896356,449.989772959705,718.353943250038,534.851893218393,428.346456692913,941.730429664509,890.751899397433,525.716288443004,796.615756510274
"hsa-let-7f-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7f-2-3p",342.952329626182,463.625551815195,673.187344077931,662.573435222404,624.804748516089,349.412435404675,750.117205813408,467.905908375516,484.560151535175,992.240173005979,771.713203311351,757.027187150286,634.402755120537,499.406954241838,727.872004394699,924.336458470883,886.83659271265,460.126413677863,489.289154600083,919.455682236116,594.932258849617,638.54411940775,409.08161178155,444.695298202405,723.623149648413,667.716535433071,902.491661761821,1126.53916688499,1051.43257688601,1043.84133611691
"hsa-let-7f-5p",0,0,0,0,0,0,46.882325363338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7g-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2902860812526,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7g-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2902860812526,24.217179667256,0,0,54.0847508045107,0,0,0,15.7309380358351,12.5984251968504,0,0,0,0
"hsa-let-7i-3p",195.97275978639,100.788163438086,356.393299805964,353.372498785282,312.402374258044,312.632179046288,375.058602906704,276.489854949168,396.458305801507,407.072891489632,385.856601655676,230.399578697913,181.257930034439,405.768150321493,508.137059671771,495.180245609402,489.289154600083,556.995132346887,428.128010275072,367.782272894447,567.889883447362,119.727022388953,409.08161178155,359.176971625019,1195.55129072347,932.283464566929,117.716303708064,52.3971705527902,131.429072110751,137.347544225909
"hsa-let-7i-5p",0,20.1576326876172,0,22.0857811740801,0,36.7802563583868,46.882325363338,0,0,0,0,0,0,0,0,33.0120163739601,15.2902860812526,24.217179667256,0,0,54.0847508045107,0,0,17.1036653154771,0,12.5984251968504,0,0,0,0
"hsa-miR-1-3p",97.9863798931948,161.261061500937,118.797766601988,198.772030566721,312.402374258044,91.950640895967,281.293952180028,106.342251903526,396.458305801507,254.42055718102,245.545110144521,197.48535316964,317.201377560268,156.064673200574,178.534642587379,198.072098243761,168.193146893778,242.17179667256,229.354291218789,413.755057006252,243.381378620298,239.454044777906,81.8163223563101,188.140318470248,141.578442322516,214.173228346457,235.432607416127,314.383023316741,306.667834925085,219.756070761455
"hsa-miR-1-5p",342.952329626182,584.571347940898,554.389577475943,662.573435222404,585.754451733833,331.022307225481,187.529301453352,297.758305329874,264.305537201004,228.978501462918,140.311491511155,279.770916990323,407.830342577488,842.749235283101,769.072306530248,297.108147365641,198.773719056284,339.040515341583,214.064005137536,275.836704670835,351.550880229319,119.727022388953,327.26528942524,273.658645047634,550.582831254228,692.913385826772,1412.59564449676,1336.12784909615,262.858144221502,466.981650368091
"hsa-miR-100-3p",293.959139679584,241.891592251406,316.794044271968,242.943592914881,351.4526710403,349.412435404675,281.293952180028,148.879152664937,308.356460067838,279.862612899122,280.622983022309,263.313804226187,0,499.406954241838,302.135548994026,297.108147365641,275.225149462546,411.692054343351,412.83772419382,137.918352335417,324.508504827064,359.18106716686,204.540805890775,410.487967571451,393.273450895877,529.133858267717,274.671375318815,261.985852763951,175.238762814335,82.4085265355455
"hsa-miR-100-5p",195.97275978639,181.418694188554,1187.97766601988,1192.63218340033,624.804748516089,570.093973554996,421.940928270042,404.1005572334,881.018457336681,1195.7766187508,491.090220289042,411.427819103417,181.257930034439,780.323366002872,618.004532033235,693.252343853163,688.062873656366,871.818468021214,947.99773703766,965.428466347922,757.186511263149,438.999082092828,1145.42851298834,872.286931089332,1997.82913055105,1839.37007874016,392.387679026879,104.79434110558,744.764741960922,439.51214152291
"hsa-miR-101-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1985852763951,0,0
"hsa-miR-101-3p",611826.956053109,619867.362776915,382845.602502673,382194.443217457,597899.094033115,561413.833054416,564369.432723863,538942.532647071,466411.171314039,443200.610609337,586958.046864038,590152.063721941,476255.211165488,456707.659654161,469216.507587722,450448.963422686,453418.143453464,423800.644176979,417119.00429657,366678.926075763,351632.007355526,590094.584347687,434240.130906116,439205.021636137,200648.114647076,193637.795275591,594898.960172651,618522.399790411,456716.025584859,475881.77123393
"hsa-miR-101-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1036653154771,0,0,0,0,0,0
"hsa-miR-10392-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10392-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0847508045107,0,0,0,0,0,0,0,0,0
"hsa-miR-10393-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10393-5p",0,0,0,22.0857811740801,0,0,0,0,0,0,0,0,0,0,0,0,15.2902860812526,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10394-3p",0,0,0,0,0,18.3901281791934,0,21.2684503807053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10394-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,31.2129346401149,0,0,0,0,0,45.9727841118058,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10395-3p",0,20.1576326876172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10395-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10397-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10397-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10398-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10398-5p",195.97275978639,302.364490314258,197.99627766998,242.943592914881,312.402374258044,257.461794508708,140.646976090014,127.610702284232,220.25461433417,178.094390026714,210.467237266732,246.85669146205,135.943447525829,312.129346401149,233.468378768111,198.072098243761,183.483432975031,217.954617005304,259.934863381294,229.863920559029,108.169501609021,159.636029851938,122.724483534465,273.658645047634,440.466265003382,327.55905511811,274.671375318815,157.19151165837,43.8096907035836,137.347544225909
"hsa-miR-10399-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10399-5p",97.9863798931948,20.1576326876172,0,0,0,0,0,0,0,25.442055718102,0,0,0,0,0,0,15.2902860812526,24.217179667256,0,0,27.0423754022553,0,0,0,0,12.5984251968504,0,0,0,0
"hsa-miR-103a-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-103a-2-5p",48.9931899465974,80.6305307504687,118.797766601988,132.514687044481,39.0502967822555,91.950640895967,281.293952180028,127.610702284232,88.1018457336681,101.768222872408,105.233618633366,65.8284510565466,90.6289650172195,62.4258692802297,96.134038316281,0,61.1611443250103,72.6515390017679,61.1611443250103,91.9455682236116,108.169501609021,279.363052240891,122.724483534465,85.5183265773855,15.7309380358351,0,235.432607416127,183.390096934766,0,192.286561916273
"hsa-miR-103a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-103b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10400-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10400-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10401-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10401-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-105-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-105-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10522-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10523-5p",48.9931899465974,0,0,0,0,0,0,0,44.0509228668341,0,0,0,0,0,13.733434045183,0,0,0,0,0,0,0,0,0,0,12.5984251968504,39.2387679026879,0,0,0
"hsa-miR-10524-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10525-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2902860812526,0,0,0,0,17.1036653154771,0,0,0,0,0,0
"hsa-miR-10526-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10527-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4695088451818
"hsa-miR-106b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0120163739601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-107",146.979569839792,60.4728980628515,39.599255533996,88.3431246963205,39.0502967822555,55.1703845375802,46.882325363338,42.5369007614105,0,25.442055718102,70.1557457555774,0,90.6289650172195,62.4258692802297,13.733434045183,33.0120163739601,61.1611443250103,24.217179667256,61.1611443250103,0,27.0423754022553,159.636029851938,0,119.72565720834,0,0,39.2387679026879,52.3971705527902,43.8096907035836,27.4695088451818
"hsa-miR-10a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.908161178155,0,0,0,0,0,0,0
"hsa-miR-10b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-11181-3p",48.9931899465974,60.4728980628515,0,0,39.0502967822555,0,93.764650726676,0,220.25461433417,25.442055718102,0,16.4571127641367,90.6289650172195,31.2129346401149,27.466868090366,0,0,0,15.2902860812526,0,0,0,0,0,15.7309380358351,12.5984251968504,0,0,87.6193814071673,0
"hsa-miR-11181-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.733434045183,0,15.2902860812526,0,15.2902860812526,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-11399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9727841118058,0,0,0,0,0,0,0,0,0,0
"hsa-miR-11400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-11401",48.9931899465974,0,0,0,0,0,46.882325363338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1178-3p",587.918279359169,564.413715253281,752.385855145923,640.487654048324,234.301780693533,404.582819942255,656.352555086732,340.295206091284,836.967534469847,839.587838697367,456.012347411253,575.998946744783,1314.11999274968,1092.45271240402,604.271097988052,495.180245609402,397.547438112567,678.081030683167,519.869726762588,965.428466347922,540.847508045107,239.454044777906,531.806095316016,239.45131441668,770.815963755919,831.496062992126,510.103982734942,445.375949698716,350.477525628669,549.390176903637
"hsa-miR-1178-5p",391.945519572779,443.467919127578,237.595533203976,220.857811740801,117.150890346767,18.3901281791934,187.529301453352,212.684503807053,0,76.3261671543061,70.1557457555774,131.656902113093,181.257930034439,686.684562082527,384.536153265124,99.0360491218804,30.5805721625052,72.6515390017679,61.1611443250103,275.836704670835,135.211877011277,0,0,51.3109959464313,110.116566250846,100.787401574803,1177.16303708064,1205.13492271417,131.429072110751,137.347544225909
"hsa-miR-1179",0,0,0,0,0,0,0,0,44.0509228668341,25.442055718102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1180-3p",0,40.3152653752343,158.397022135984,176.686249392641,78.1005935645111,183.901281791934,46.882325363338,127.610702284232,396.458305801507,279.862612899122,70.1557457555774,115.199789348957,90.6289650172195,218.490542480804,123.600906406647,132.04806549584,168.193146893778,217.954617005304,168.193146893778,91.9455682236116,243.381378620298,0,163.63264471262,171.036653154771,377.542512860042,478.740157480315,0,26.1985852763951,43.8096907035836,82.4085265355455
"hsa-miR-1180-5p",0,0,0,0,0,0,46.882325363338,0,44.0509228668341,0,0,0,0,0,0,0,30.5805721625052,24.217179667256,0,45.9727841118058,0,0,0,0,15.7309380358351,37.7952755905512,0,0,0,27.4695088451818
"hsa-miR-1181",0,0,0,0,0,0,0,0,0,0,0,0,45.3144825086098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.908161178155,0,15.7309380358351,12.5984251968504,0,0,0,0
"hsa-miR-1183",0,0,0,0,0,0,0,21.2684503807053,0,0,0,0,0,0,0,33.0120163739601,15.2902860812526,0,0,0,0,0,40.908161178155,0,0,0,0,0,0,0
"hsa-miR-1184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1185-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1185-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1185-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1193",0,0,0,22.0857811740801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5984251968504,0,0,0,0
"hsa-miR-1197",0,0,0,0,39.0502967822555,0,46.882325363338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4695088451818
"hsa-miR-1199-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2902860812526,0,27.0423754022553,39.9090074629844,0,0,0,0,0,0,0,0
"hsa-miR-1199-5p",0,0,0,0,0,0,0,0,0,25.442055718102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5984251968504,0,0,0,0
"hsa-miR-1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1204",0,0,0,22.0857811740801,0,18.3901281791934,0,42.5369007614105,0,25.442055718102,0,0,0,31.2129346401149,13.733434045183,0,0,0,0,0,27.0423754022553,39.9090074629844,40.908161178155,17.1036653154771,31.4618760716702,12.5984251968504,39.2387679026879,52.3971705527902,0,0
"hsa-miR-1205",48.9931899465974,40.3152653752343,79.1985110679919,132.514687044481,39.0502967822555,73.5605127167736,140.646976090014,170.147603045642,176.203691467336,101.768222872408,0,148.11401487723,181.257930034439,31.2129346401149,178.534642587379,99.0360491218804,137.612574731273,242.17179667256,137.612574731273,183.891136447223,81.127126206766,0,163.63264471262,171.036653154771,361.811574824207,264.566929133858,39.2387679026879,52.3971705527902,131.429072110751,82.4085265355455
"hsa-miR-1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1207-3p",0,0,0,0,0,0,0,21.2684503807053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5984251968504,0,0,0,0
"hsa-miR-1207-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12115",685.904659252364,886.935838255155,752.385855145923,993.860152833606,702.9053420806,349.412435404675,375.058602906704,446.63745799481,308.356460067838,381.63083577153,280.622983022309,394.97070633928,362.515860068878,1030.02684312379,769.072306530248,627.228311105242,290.515435543799,411.692054343351,321.096007706304,459.727841118058,405.63563103383,159.636029851938,327.26528942524,273.658645047634,550.582831254228,705.511811023622,1530.31194820483,1729.10662824207,438.096907035836,494.451159213273
"hsa-miR-12116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0120163739601,0,0,0,0,0,0,0,17.1036653154771,0,0,0,0,0,0
"hsa-miR-12119",342.952329626182,443.467919127578,2217.55830990377,2385.26436680065,1405.8106841612,1710.28192066499,1453.35208626348,2063.03968692841,3215.71736927889,3714.54013484289,982.180440578083,1415.31169771575,1132.86206271524,1623.07260128597,1455.7440087894,1353.49267133236,1100.90059785019,2227.98052938755,2461.73605908167,3585.87716072085,3299.16979907515,1277.0882388155,2331.76518715484,2377.40947885132,4420.39358806966,4762.20472440945,470.865214832254,733.560387739062,920.003504775256,1675.64003955609
"hsa-miR-12120",0,0,0,22.0857811740801,0,0,0,0,0,0,0,16.4571127641367,0,0,0,0,15.2902860812526,0,0,0,0,0,0,0,15.7309380358351,0,0,0,0,0
"hsa-miR-12121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12122",2792.61182695605,3003.48727045496,3999.52480893359,3798.75436194178,2694.47047797563,2813.68961141659,3563.05672761369,2828.7039006338,4889.65243821858,4147.05508205063,3648.09877929002,3093.93719965769,5347.10893601595,4494.66258817654,4078.82991141935,3631.32180113561,3012.18635800676,4698.13285544765,3990.76466720692,6666.05369621184,5570.7293328646,3911.08273137247,3804.45898956842,4070.67234508355,5206.94048986141,4850.3937007874,3453.01157543653,3143.83023316741,5432.40164724437,5274.14569827491
"hsa-miR-12123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12124",0,0,39.599255533996,0,78.1005935645111,36.7802563583868,0,63.8053511421158,44.0509228668341,0,70.1557457555774,32.9142255282733,135.943447525829,0,0,66.0240327479202,0,0,15.2902860812526,91.9455682236116,27.0423754022553,0,0,34.2073306309542,47.1928141075052,37.7952755905512,78.4775358053757,52.3971705527902,43.8096907035836,0
"hsa-miR-12125",0,221.733959563789,356.393299805964,353.372498785282,195.251483911278,239.071666329514,140.646976090014,233.952954187758,264.305537201004,356.188780053428,175.389364388943,230.399578697913,135.943447525829,374.555215681378,329.602417084392,297.108147365641,168.193146893778,193.737437338048,305.805721625052,229.863920559029,189.296627815787,39.9090074629844,409.08161178155,324.969640994065,692.161273576743,781.102362204724,39.2387679026879,78.5957558291852,175.238762814335,164.817053071091
"hsa-miR-12126",48.9931899465974,20.1576326876172,39.599255533996,0,0,0,46.882325363338,21.2684503807053,88.1018457336681,0,0,16.4571127641367,45.3144825086098,93.6388039203446,13.733434045183,0,15.2902860812526,0,0,91.9455682236116,27.0423754022553,79.8180149259688,0,17.1036653154771,15.7309380358351,0,0,0,43.8096907035836,54.9390176903637
"hsa-miR-12127",0,40.3152653752343,0,0,39.0502967822555,0,93.764650726676,0,0,50.884111436204,0,0,45.3144825086098,0,0,0,0,24.217179667256,0,91.9455682236116,0,39.9090074629844,40.908161178155,34.2073306309542,0,25.1968503937008,0,52.3971705527902,0,0
"hsa-miR-12128",0,0,0,0,0,0,0,21.2684503807053,0,0,0,0,0,0,13.733434045183,0,0,0,0,0,0,0,40.908161178155,0,31.4618760716702,12.5984251968504,0,0,0,0
"hsa-miR-12129",1322.81612855813,1572.29534963414,2930.3449095157,2451.52171032289,1562.01187129022,1471.21025433547,1734.64603844351,1935.42898464418,2466.85168054271,2900.39435186363,1999.43875403396,1909.02508063985,2129.78067790466,2653.09944440976,2018.8148046419,2145.78106430741,1850.12461583156,2373.28360739108,2339.41377043164,3264.06767193821,2866.49179263907,1237.17923135252,2249.94886479853,2155.06182975012,3287.76604948953,2948.03149606299,1451.83441239945,1178.93633743778,2146.6748444756,1895.39611031755
"hsa-miR-12130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12131",0,0,39.599255533996,22.0857811740801,0,0,46.882325363338,21.2684503807053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12133",0,0,0,0,39.0502967822555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2387679026879,26.1985852763951,0,0
"hsa-miR-12135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-122-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-122-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1224-3p",0,0,0,22.0857811740801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1224-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1225-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1225-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,31.2129346401149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
